-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2023 through 07/31/2023 
Location: Latitude  -3.3679   Longitude 36.7024 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1201.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,T2M,WS50M,PRECTOTCORR,QV2M
2023,6,8,14,137.72,24.65,5.59,0.0,12.27
2023,6,8,15,138.0,23.73,5.8,0.0,12.33
2023,6,8,16,139.64,22.17,5.87,0.0,12.63
2023,6,8,17,140.46,19.62,6.21,0.0,13.0
2023,6,8,18,138.8,18.51,6.68,0.0,12.63
2023,6,8,19,135.49,17.45,6.46,0.0,12.33
2023,6,8,20,131.93,16.78,6.08,0.0,12.27
2023,6,8,21,129.54,16.26,5.98,0.0,12.33
2023,6,8,22,128.38,16.2,5.94,0.0,12.63
2023,6,8,23,128.42,16.12,5.21,0.01,12.94
2023,6,9,0,129.39,15.96,4.8,0.03,13.06
2023,6,9,1,132.36,15.8,4.67,0.06,13.06
2023,6,9,2,134.3,15.61,4.52,0.08,12.94
2023,6,9,3,135.25,15.65,5.15,0.1,12.82
2023,6,9,4,134.81,15.48,5.0,0.1,12.7
2023,6,9,5,135.49,15.36,5.2,0.12,12.51
2023,6,9,6,138.35,16.69,5.3,0.1,12.88
2023,6,9,7,141.47,17.78,5.44,0.06,13.12
2023,6,9,8,142.76,19.44,5.53,0.05,13.18
2023,6,9,9,141.04,21.04,5.36,0.04,13.18
2023,6,9,10,139.29,21.99,5.09,0.1,13.31
2023,6,9,11,138.95,22.49,4.89,0.13,13.43
2023,6,9,12,138.74,23.08,4.83,0.13,13.61
2023,6,9,13,138.46,23.55,4.85,0.11,13.79
2023,6,9,14,136.92,23.65,4.94,0.07,13.79
2023,6,9,15,135.62,23.36,5.07,0.03,13.73
2023,6,9,16,134.31,22.23,5.03,0.01,13.98
2023,6,9,17,133.36,19.83,5.21,0.0,14.16
2023,6,9,18,132.68,18.74,5.88,0.0,13.43
2023,6,9,19,131.89,18.02,6.2,0.0,12.82
2023,6,9,20,131.83,17.26,6.1,0.0,12.33
2023,6,9,21,131.29,16.51,5.64,0.0,12.02
2023,6,9,22,130.82,15.77,4.92,0.0,11.84
2023,6,9,23,130.68,15.16,4.33,0.0,12.02
2023,6,10,0,130.6,14.64,3.89,0.01,12.39
2023,6,10,1,130.88,15.06,3.77,0.09,12.7
2023,6,10,2,131.72,15.26,4.16,0.13,12.76
2023,6,10,3,130.71,15.32,3.99,0.16,12.76
2023,6,10,4,128.33,15.26,3.57,0.21,12.7
2023,6,10,5,126.05,15.24,3.16,0.21,12.57
2023,6,10,6,128.59,17.15,2.92,0.21,13.43
2023,6,10,7,132.72,18.82,5.0,0.29,14.16
2023,6,10,8,135.26,20.81,6.04,0.31,14.4
2023,6,10,9,136.62,22.68,6.26,0.16,14.34
2023,6,10,10,137.52,24.04,6.42,0.09,14.34
2023,6,10,11,138.08,25.03,6.48,0.04,14.28
2023,6,10,12,138.6,25.72,6.42,0.02,13.98
2023,6,10,13,138.5,25.96,6.33,0.0,13.61
2023,6,10,14,137.99,25.71,6.35,0.0,13.24
2023,6,10,15,137.07,24.93,6.43,0.0,12.94
2023,6,10,16,136.53,23.17,6.4,0.0,13.24
2023,6,10,17,136.49,19.73,6.81,0.0,13.06
2023,6,10,18,136.27,18.23,7.22,0.0,12.45
2023,6,10,19,136.74,17.4,7.11,0.0,12.15
2023,6,10,20,136.79,16.58,6.37,0.0,12.08
2023,6,10,21,135.44,15.84,5.75,0.0,12.08
2023,6,10,22,135.0,15.14,5.19,0.0,12.21
2023,6,10,23,135.56,14.55,4.49,0.0,12.27
2023,6,11,0,135.91,14.42,3.84,0.01,12.27
2023,6,11,1,135.57,14.48,3.36,0.03,12.15
2023,6,11,2,134.47,14.4,2.98,0.05,11.96
2023,6,11,3,134.88,14.32,2.72,0.09,11.84
2023,6,11,4,136.4,14.29,2.72,0.12,11.78
2023,6,11,5,137.24,14.21,3.25,0.13,11.72
2023,6,11,6,139.72,15.96,3.76,0.12,12.27
2023,6,11,7,141.33,17.32,4.96,0.04,12.45
2023,6,11,8,138.87,19.51,5.56,0.0,11.84
2023,6,11,9,135.48,21.65,5.98,0.0,10.99
2023,6,11,10,132.44,23.19,6.06,0.0,10.8
2023,6,11,11,131.54,24.26,5.95,0.0,10.93
2023,6,11,12,132.0,24.94,5.71,0.0,11.11
2023,6,11,13,132.51,25.24,5.33,0.0,11.17
2023,6,11,14,132.86,25.04,4.88,0.0,11.17
2023,6,11,15,133.13,24.44,4.56,0.0,11.11
2023,6,11,16,133.95,22.78,4.5,0.0,12.02
2023,6,11,17,133.18,19.33,4.87,0.0,12.45
2023,6,11,18,130.24,17.92,5.53,0.0,11.72
2023,6,11,19,128.91,17.13,5.98,0.0,11.41
2023,6,11,20,128.12,16.48,6.09,0.0,11.41
2023,6,11,21,125.26,15.84,5.39,0.0,11.6
2023,6,11,22,123.32,15.21,4.69,0.0,11.9
2023,6,11,23,122.99,14.63,4.09,0.0,12.27
2023,6,12,0,126.49,14.83,3.55,0.05,12.45
2023,6,12,1,131.99,14.98,3.05,0.11,12.45
2023,6,12,2,136.11,14.98,2.85,0.13,12.39
2023,6,12,3,139.03,14.92,2.91,0.14,12.27
2023,6,12,4,142.48,14.87,2.76,0.14,12.15
2023,6,12,5,148.03,14.9,2.52,0.12,12.08
2023,6,12,6,154.48,16.48,2.68,0.1,12.7
2023,6,12,7,151.69,18.05,3.67,0.07,13.12
2023,6,12,8,146.37,20.24,3.87,0.06,13.24
2023,6,12,9,141.47,21.56,3.88,0.17,12.94
2023,6,12,10,137.29,21.86,3.87,0.3,12.76
2023,6,12,11,134.83,22.02,3.79,0.21,12.82
2023,6,12,12,137.01,22.47,3.78,0.11,12.94
2023,6,12,13,141.14,23.13,3.87,0.07,13.12
2023,6,12,14,143.85,23.3,3.99,0.06,13.12
2023,6,12,15,144.16,22.91,4.16,0.02,13.06
2023,6,12,16,143.84,22.0,4.38,0.0,13.43
2023,6,12,17,141.16,19.53,4.95,0.0,13.73
2023,6,12,18,137.34,18.73,5.82,0.01,13.31
2023,6,12,19,135.97,18.34,6.23,0.01,13.18
2023,6,12,20,136.12,17.76,6.22,0.01,13.24
2023,6,12,21,135.65,17.34,5.87,0.03,13.49
2023,6,12,22,133.0,17.13,6.03,0.25,13.61
2023,6,12,23,132.98,17.13,6.12,0.39,13.61
2023,6,13,0,133.35,16.87,5.55,0.37,13.43
2023,6,13,1,133.27,16.51,5.13,0.31,13.24
2023,6,13,2,132.33,16.19,4.74,0.23,13.06
2023,6,13,3,130.83,15.9,4.48,0.17,12.88
2023,6,13,4,130.79,15.72,4.36,0.15,12.7
2023,6,13,5,128.96,15.61,4.15,0.16,12.63
2023,6,13,6,129.78,16.86,4.25,0.16,13.06
2023,6,13,7,132.59,17.85,5.13,0.2,13.18
2023,6,13,8,134.53,19.3,5.35,0.27,13.06
2023,6,13,9,136.22,20.8,5.21,0.25,12.94
2023,6,13,10,138.01,22.13,4.95,0.16,12.94
2023,6,13,11,139.07,23.38,4.67,0.18,13.06
2023,6,13,12,139.89,24.18,4.34,0.17,13.06
2023,6,13,13,143.44,24.48,4.07,0.15,13.0
2023,6,13,14,147.93,24.25,3.97,0.07,12.94
2023,6,13,15,148.81,23.65,4.07,0.02,12.94
2023,6,13,16,143.82,22.63,4.14,0.0,13.37
2023,6,13,17,134.71,20.04,4.4,0.0,13.85
2023,6,13,18,128.19,18.67,4.89,0.0,13.06
2023,6,13,19,124.79,17.89,5.18,0.0,12.76
2023,6,13,20,123.69,17.2,5.1,0.0,12.57
2023,6,13,21,126.13,16.52,4.73,0.0,12.39
2023,6,13,22,129.08,15.85,4.18,0.0,12.45
2023,6,13,23,128.25,15.26,3.57,0.0,12.51
2023,6,14,0,124.06,15.08,3.03,0.01,12.51
2023,6,14,1,119.32,15.15,2.62,0.04,12.45
2023,6,14,2,116.31,15.12,2.4,0.1,12.33
2023,6,14,3,115.49,15.09,2.23,0.13,12.27
2023,6,14,4,114.9,15.12,2.04,0.14,12.21
2023,6,14,5,117.43,15.12,2.09,0.13,12.15
2023,6,14,6,129.06,16.43,2.45,0.12,12.63
2023,6,14,7,140.71,17.78,3.66,0.08,12.94
2023,6,14,8,147.5,19.9,4.09,0.03,13.0
2023,6,14,9,151.64,22.07,4.36,0.01,12.88
2023,6,14,10,153.84,23.73,4.4,0.0,12.82
2023,6,14,11,154.4,24.86,4.14,0.0,12.82
2023,6,14,12,154.86,25.49,3.81,0.0,12.88
2023,6,14,13,155.12,25.8,3.57,0.01,12.88
2023,6,14,14,153.77,25.63,3.55,0.0,12.82
2023,6,14,15,152.17,24.99,3.65,0.0,12.94
2023,6,14,16,145.95,23.71,3.81,0.0,13.67
2023,6,14,17,133.05,20.75,4.37,0.0,14.22
2023,6,14,18,125.45,19.45,4.93,0.0,13.49
2023,6,14,19,120.73,18.73,4.91,0.0,13.31
2023,6,14,20,119.16,18.05,4.55,0.0,13.18
2023,6,14,21,119.39,17.36,4.19,0.0,13.06
2023,6,14,22,119.87,16.65,4.0,0.0,12.94
2023,6,14,23,121.63,16.0,4.04,0.0,13.06
2023,6,15,0,122.6,15.99,4.12,0.11,13.18
2023,6,15,1,126.11,16.11,4.11,0.25,13.18
2023,6,15,2,128.73,16.05,3.85,0.31,13.06
2023,6,15,3,126.55,15.99,3.65,0.31,13.0
2023,6,15,4,123.79,15.97,3.81,0.3,12.94
2023,6,15,5,123.99,15.98,3.7,0.28,12.88
2023,6,15,6,126.44,17.09,3.53,0.25,13.31
2023,6,15,7,136.36,18.04,4.42,0.19,13.43
2023,6,15,8,140.84,19.52,4.5,0.23,13.37
2023,6,15,9,142.22,21.26,4.22,0.23,13.24
2023,6,15,10,141.81,22.8,3.87,0.22,13.43
2023,6,15,11,139.12,23.69,3.62,0.23,13.61
2023,6,15,12,136.09,24.1,3.48,0.26,13.67
2023,6,15,13,134.27,24.03,3.48,0.22,13.67
2023,6,15,14,135.0,23.51,3.61,0.11,13.61
2023,6,15,15,134.41,22.71,3.78,0.03,13.67
2023,6,15,16,129.75,21.73,3.86,0.01,13.92
2023,6,15,17,125.13,19.62,4.06,0.0,14.28
2023,6,15,18,123.86,18.45,4.35,0.0,13.73
2023,6,15,19,125.13,17.83,4.58,0.0,13.49
2023,6,15,20,128.6,17.3,4.86,0.0,13.37
2023,6,15,21,132.92,17.01,5.17,0.01,13.43
2023,6,15,22,137.26,16.9,5.33,0.1,13.49
2023,6,15,23,139.48,16.8,5.16,0.24,13.49
2023,6,16,0,141.39,16.71,5.51,0.32,13.49
2023,6,16,1,143.91,16.68,5.74,0.37,13.43
2023,6,16,2,144.33,16.55,5.72,0.41,13.31
2023,6,16,3,144.25,16.36,5.5,0.48,13.18
2023,6,16,4,144.38,16.11,5.02,0.4,13.0
2023,6,16,5,144.54,15.98,4.7,0.39,12.88
2023,6,16,6,144.94,17.22,4.64,0.4,13.43
2023,6,16,7,145.88,18.14,5.82,0.31,13.55
2023,6,16,8,146.88,19.46,6.28,0.33,13.49
2023,6,16,9,146.35,21.01,6.29,0.4,13.31
2023,6,16,10,145.8,22.54,6.1,0.35,13.37
2023,6,16,11,144.83,23.73,5.7,0.3,13.55
2023,6,16,12,142.78,24.39,5.14,0.22,13.61
2023,6,16,13,141.68,24.63,4.7,0.18,13.61
2023,6,16,14,139.57,24.4,4.58,0.11,13.61
2023,6,16,15,136.42,23.82,4.91,0.04,13.67
2023,6,16,16,133.86,22.51,5.28,0.02,14.04
2023,6,16,17,131.43,20.08,5.94,0.01,14.1
2023,6,16,18,131.5,19.01,6.7,0.01,13.55
2023,6,16,19,134.91,18.31,6.75,0.01,13.24
2023,6,16,20,139.12,17.69,6.53,0.01,13.06
2023,6,16,21,143.14,17.23,6.32,0.02,12.94
2023,6,16,22,146.05,16.9,6.17,0.05,12.88
2023,6,16,23,145.96,16.6,5.96,0.09,12.82
2023,6,17,0,144.56,16.33,5.89,0.14,12.76
2023,6,17,1,143.11,16.08,5.68,0.18,12.63
2023,6,17,2,140.2,15.87,5.48,0.2,12.57
2023,6,17,3,136.5,15.77,5.5,0.21,12.51
2023,6,17,4,134.31,15.65,5.51,0.21,12.45
2023,6,17,5,134.08,15.51,5.49,0.19,12.33
2023,6,17,6,134.21,16.25,5.59,0.19,12.57
2023,6,17,7,136.73,17.3,6.76,0.16,12.57
2023,6,17,8,138.14,18.93,6.86,0.13,12.39
2023,6,17,9,138.29,20.54,6.46,0.11,12.21
2023,6,17,10,137.84,22.15,5.91,0.09,12.39
2023,6,17,11,136.53,23.31,5.37,0.1,12.51
2023,6,17,12,135.51,23.94,5.01,0.06,12.63
2023,6,17,13,136.28,24.01,4.95,0.05,12.57
2023,6,17,14,137.6,23.8,5.12,0.02,12.57
2023,6,17,15,138.42,23.31,5.56,0.01,12.51
2023,6,17,16,139.02,22.07,5.99,0.0,12.82
2023,6,17,17,138.71,19.58,6.74,0.0,12.88
2023,6,17,18,138.33,18.48,7.42,0.0,12.39
2023,6,17,19,138.53,17.7,7.18,0.0,12.21
2023,6,17,20,138.22,16.84,6.3,0.0,12.15
2023,6,17,21,137.09,16.08,5.61,0.0,12.02
2023,6,17,22,135.75,15.49,5.08,0.0,11.9
2023,6,17,23,134.1,15.06,4.56,0.0,11.84
2023,6,18,0,132.39,14.62,4.13,0.0,11.84
2023,6,18,1,131.21,14.3,3.84,0.01,11.78
2023,6,18,2,129.53,14.3,3.6,0.07,11.72
2023,6,18,3,128.66,14.31,3.5,0.12,11.66
2023,6,18,4,128.18,14.34,3.68,0.15,11.66
2023,6,18,5,127.64,14.39,4.09,0.16,11.66
2023,6,18,6,129.96,15.71,4.34,0.16,12.08
2023,6,18,7,133.24,16.95,5.57,0.12,12.15
2023,6,18,8,134.25,18.86,5.93,0.12,12.02
2023,6,18,9,132.37,20.48,6.03,0.19,11.78
2023,6,18,10,131.43,21.55,5.94,0.14,11.84
2023,6,18,11,131.09,22.54,5.67,0.08,12.02
2023,6,18,12,132.77,23.43,5.41,0.05,12.21
2023,6,18,13,136.06,23.47,5.37,0.04,12.15
2023,6,18,14,138.74,23.45,5.51,0.02,12.21
2023,6,18,15,139.89,23.02,5.77,0.01,12.21
2023,6,18,16,140.88,21.79,5.93,0.0,12.63
2023,6,18,17,140.84,19.19,6.3,0.0,12.82
2023,6,18,18,138.73,18.15,6.8,0.0,12.45
2023,6,18,19,136.66,17.64,7.04,0.01,12.33
2023,6,18,20,135.36,17.18,7.08,0.01,12.33
2023,6,18,21,134.77,16.73,6.84,0.02,12.45
2023,6,18,22,133.72,16.23,6.44,0.03,12.45
2023,6,18,23,133.09,15.77,6.13,0.06,12.39
2023,6,19,0,132.85,15.48,5.75,0.14,12.27
2023,6,19,1,131.84,15.29,5.32,0.17,12.15
2023,6,19,2,129.61,15.08,5.0,0.18,12.02
2023,6,19,3,127.79,14.86,4.58,0.18,11.9
2023,6,19,4,127.47,14.66,4.3,0.17,11.84
2023,6,19,5,125.03,14.55,3.99,0.17,11.78
2023,6,19,6,127.61,15.89,4.25,0.15,12.27
2023,6,19,7,135.12,17.38,5.46,0.17,12.63
2023,6,19,8,137.14,19.29,5.63,0.17,12.57
2023,6,19,9,135.58,21.25,5.47,0.21,12.51
2023,6,19,10,133.5,22.65,5.29,0.18,12.63
2023,6,19,11,132.75,23.84,5.08,0.09,12.82
2023,6,19,12,133.5,24.58,4.85,0.04,12.88
2023,6,19,13,134.8,24.9,4.68,0.03,12.88
2023,6,19,14,135.88,24.73,4.67,0.02,12.82
2023,6,19,15,136.23,23.96,4.9,0.0,12.82
2023,6,19,16,136.81,22.7,5.24,0.0,13.37
2023,6,19,17,136.39,19.77,5.91,0.0,13.37
2023,6,19,18,134.16,18.5,6.76,0.0,12.82
2023,6,19,19,132.21,17.91,7.14,0.0,12.63
2023,6,19,20,130.65,17.47,7.14,0.0,12.7
2023,6,19,21,129.41,17.07,6.74,0.01,12.88
2023,6,19,22,128.48,16.6,6.13,0.15,13.06
2023,6,19,23,129.27,16.51,5.53,0.37,13.12
2023,6,20,0,129.82,16.36,5.2,0.42,13.06
2023,6,20,1,129.71,16.09,4.85,0.4,12.94
2023,6,20,2,128.3,15.79,4.69,0.37,12.76
2023,6,20,3,125.27,15.57,4.48,0.34,12.57
2023,6,20,4,121.64,15.37,4.3,0.29,12.45
2023,6,20,5,120.09,15.2,4.32,0.25,12.33
2023,6,20,6,123.04,16.33,4.59,0.22,12.63
2023,6,20,7,129.11,17.36,5.23,0.21,12.76
2023,6,20,8,132.14,18.98,5.2,0.26,12.63
2023,6,20,9,133.44,20.63,4.87,0.22,12.57
2023,6,20,10,133.91,22.3,4.63,0.2,12.82
2023,6,20,11,133.68,23.48,4.33,0.13,13.0
2023,6,20,12,134.14,24.31,4.06,0.09,13.12
2023,6,20,13,134.68,24.3,3.97,0.06,13.0
2023,6,20,14,136.31,24.16,4.12,0.03,13.0
2023,6,20,15,138.18,23.78,4.48,0.01,13.0
2023,6,20,16,139.66,22.6,4.96,0.0,13.43
2023,6,20,17,139.34,19.71,5.77,0.0,13.49
2023,6,20,18,137.98,18.38,6.7,0.0,12.82
2023,6,20,19,136.29,17.65,7.09,0.0,12.45
2023,6,20,20,134.46,17.03,7.01,0.0,12.33
2023,6,20,21,133.06,16.57,6.69,0.0,12.33
2023,6,20,22,132.96,16.12,6.04,0.0,12.39
2023,6,20,23,134.22,15.58,5.3,0.02,12.45
2023,6,21,0,134.19,15.34,5.06,0.07,12.39
2023,6,21,1,133.45,15.31,4.7,0.13,12.33
2023,6,21,2,132.81,15.18,4.48,0.16,12.27
2023,6,21,3,131.32,15.01,4.21,0.16,12.21
2023,6,21,4,129.43,14.87,3.92,0.17,12.08
2023,6,21,5,127.92,14.8,3.76,0.16,12.02
2023,6,21,6,130.91,16.17,4.34,0.12,12.45
2023,6,21,7,136.66,17.28,5.54,0.09,12.51
2023,6,21,8,138.22,19.1,6.1,0.08,12.33
2023,6,21,9,138.13,20.95,6.26,0.12,12.21
2023,6,21,10,137.79,22.26,6.24,0.13,12.21
2023,6,21,11,136.97,22.94,6.1,0.15,12.21
2023,6,21,12,136.23,23.49,5.94,0.15,12.27
2023,6,21,13,136.15,23.6,5.8,0.1,12.33
2023,6,21,14,137.5,23.41,5.83,0.05,12.33
2023,6,21,15,140.14,22.86,6.11,0.02,12.33
2023,6,21,16,142.72,21.66,6.17,0.01,12.7
2023,6,21,17,144.12,19.34,6.45,0.01,12.88
2023,6,21,18,142.52,18.28,7.09,0.0,12.39
2023,6,21,19,141.62,17.51,7.05,0.0,12.15
2023,6,21,20,140.49,16.63,6.3,0.0,12.02
2023,6,21,21,138.99,15.9,5.8,0.0,11.9
2023,6,21,22,136.79,15.33,5.31,0.0,11.78
2023,6,21,23,135.13,14.73,4.7,0.0,11.78
2023,6,22,0,133.85,14.26,4.13,0.01,11.9
2023,6,22,1,131.03,14.57,3.67,0.07,12.02
2023,6,22,2,126.0,14.7,3.39,0.1,12.08
2023,6,22,3,120.4,14.65,3.24,0.11,12.02
2023,6,22,4,119.01,14.53,3.03,0.12,11.96
2023,6,22,5,122.82,14.53,3.01,0.12,11.9
2023,6,22,6,131.41,16.22,3.53,0.14,12.51
2023,6,22,7,140.43,17.55,5.31,0.16,12.7
2023,6,22,8,143.16,19.4,6.23,0.17,12.63
2023,6,22,9,141.99,21.37,6.58,0.17,12.57
2023,6,22,10,139.44,22.91,6.63,0.1,12.63
2023,6,22,11,137.1,24.12,6.48,0.08,12.76
2023,6,22,12,136.21,24.84,6.28,0.04,12.82
2023,6,22,13,136.09,25.17,6.11,0.02,12.76
2023,6,22,14,137.03,25.01,6.07,0.01,12.76
2023,6,22,15,137.83,24.33,6.26,0.01,12.7
2023,6,22,16,137.65,22.76,6.46,0.0,13.18
2023,6,22,17,136.66,20.15,7.05,0.0,13.31
2023,6,22,18,135.25,19.05,7.69,0.0,13.0
2023,6,22,19,135.34,18.29,7.39,0.01,13.06
2023,6,22,20,135.87,17.69,6.94,0.04,13.24
2023,6,22,21,136.43,17.26,6.44,0.2,13.37
2023,6,22,22,134.95,16.98,6.02,0.28,13.31
2023,6,22,23,134.5,16.71,5.65,0.31,13.18
2023,6,23,0,136.27,16.4,5.25,0.33,13.0
2023,6,23,1,136.99,16.06,5.26,0.31,12.88
2023,6,23,2,138.69,16.02,5.41,0.4,12.82
2023,6,23,3,139.63,15.77,5.34,0.36,12.63
2023,6,23,4,137.09,15.6,5.31,0.36,12.51
2023,6,23,5,136.11,15.49,5.42,0.3,12.39
2023,6,23,6,138.54,16.29,5.91,0.24,12.57
2023,6,23,7,143.92,17.23,7.55,0.26,12.51
2023,6,23,8,146.34,18.74,7.89,0.23,12.27
2023,6,23,9,146.07,20.44,7.85,0.2,12.08
2023,6,23,10,143.57,21.31,7.79,0.23,11.96
2023,6,23,11,140.86,21.29,7.8,0.22,11.9
2023,6,23,12,138.86,21.56,7.79,0.18,11.96
2023,6,23,13,137.5,21.58,7.59,0.13,11.96
2023,6,23,14,136.96,21.4,7.28,0.08,11.96
2023,6,23,15,136.98,20.87,6.88,0.05,12.02
2023,6,23,16,136.7,19.92,6.14,0.03,12.33
2023,6,23,17,134.09,18.17,5.24,0.02,12.7
2023,6,23,18,131.79,17.44,5.12,0.02,12.63
2023,6,23,19,131.61,17.08,5.33,0.02,12.45
2023,6,23,20,133.65,16.73,5.39,0.02,12.33
2023,6,23,21,137.53,16.3,5.14,0.01,12.21
2023,6,23,22,142.11,15.87,4.64,0.01,12.08
2023,6,23,23,146.11,15.53,4.33,0.02,11.9
2023,6,24,0,148.46,15.28,4.15,0.06,11.78
2023,6,24,1,149.48,15.12,3.95,0.1,11.72
2023,6,24,2,147.13,14.9,3.79,0.06,11.6
2023,6,24,3,145.45,14.61,3.6,0.02,11.41
2023,6,24,4,148.76,13.83,3.65,0.02,11.05
2023,6,24,5,151.21,13.37,3.5,0.04,10.74
2023,6,24,6,154.04,14.31,4.32,0.03,10.8
2023,6,24,7,154.03,15.92,6.08,0.0,10.62
2023,6,24,8,151.82,18.27,6.43,0.0,10.07
2023,6,24,9,147.21,20.22,5.93,0.0,9.95
2023,6,24,10,142.69,21.8,5.53,0.0,10.01
2023,6,24,11,139.95,22.98,5.25,0.0,10.13
2023,6,24,12,138.34,23.79,5.02,0.0,10.25
2023,6,24,13,137.5,24.18,4.82,0.0,10.25
2023,6,24,14,135.94,24.01,4.73,0.0,10.19
2023,6,24,15,133.91,23.41,4.93,0.0,10.07
2023,6,24,16,132.41,21.74,5.38,0.0,10.86
2023,6,24,17,130.27,18.15,6.22,0.0,10.99
2023,6,24,18,129.31,16.63,7.08,0.0,10.07
2023,6,24,19,130.49,15.69,7.24,0.0,9.58
2023,6,24,20,132.91,14.84,6.97,0.0,9.4
2023,6,24,21,135.48,14.11,5.98,0.0,9.4
2023,6,24,22,137.3,13.43,4.82,0.0,9.4
2023,6,24,23,138.47,12.96,3.92,0.0,9.28
2023,6,25,0,141.28,12.62,3.33,0.0,9.16
2023,6,25,1,145.24,12.43,2.8,0.0,9.03
2023,6,25,2,151.48,12.4,2.26,0.0,8.91
2023,6,25,3,162.81,12.34,1.82,0.0,8.79
2023,6,25,4,177.07,12.48,1.68,0.0,8.73
2023,6,25,5,179.54,12.16,1.94,0.0,8.79
2023,6,25,6,171.21,13.57,2.4,0.0,9.16
2023,6,25,7,157.04,16.1,4.89,0.0,9.52
2023,6,25,8,151.77,18.37,5.65,0.0,9.95
2023,6,25,9,145.94,19.99,5.44,0.01,10.31
2023,6,25,10,141.39,20.7,5.16,0.03,10.62
2023,6,25,11,138.31,21.4,4.89,0.03,10.93
2023,6,25,12,137.08,22.29,4.72,0.03,11.17
2023,6,25,13,138.33,22.93,4.57,0.03,11.41
2023,6,25,14,140.38,22.66,4.53,0.02,11.47
2023,6,25,15,142.04,22.32,4.6,0.01,11.54
2023,6,25,16,142.53,21.31,4.76,0.0,12.08
2023,6,25,17,140.7,18.25,5.12,0.0,12.33
2023,6,25,18,136.9,16.94,5.67,0.0,11.78
2023,6,25,19,134.69,16.35,6.09,0.0,11.54
2023,6,25,20,133.18,15.78,6.07,0.0,11.47
2023,6,25,21,132.63,15.19,5.74,0.0,11.6
2023,6,25,22,134.64,14.5,5.2,0.0,11.78
2023,6,25,23,136.2,14.26,4.73,0.03,11.96
2023,6,26,0,137.56,14.44,4.46,0.11,11.96
2023,6,26,1,139.29,14.44,4.2,0.15,11.84
2023,6,26,2,139.51,14.3,4.08,0.16,11.72
2023,6,26,3,139.58,14.09,3.94,0.14,11.54
2023,6,26,4,141.26,13.97,4.41,0.13,11.35
2023,6,26,5,142.21,13.87,4.18,0.18,11.23
2023,6,26,6,142.03,14.9,4.88,0.26,11.47
2023,6,26,7,143.1,16.03,6.43,0.25,11.41
2023,6,26,8,142.14,17.5,6.26,0.28,11.29
2023,6,26,9,141.14,19.06,5.68,0.22,11.23
2023,6,26,10,140.78,20.66,5.15,0.14,11.41
2023,6,26,11,139.36,21.95,4.8,0.14,11.72
2023,6,26,12,136.86,22.85,4.6,0.14,11.96
2023,6,26,13,134.73,22.98,4.68,0.13,12.02
2023,6,26,14,133.26,22.65,5.11,0.08,12.02
2023,6,26,15,133.0,22.04,5.69,0.04,12.08
2023,6,26,16,133.92,20.77,6.16,0.02,12.27
2023,6,26,17,135.48,18.53,6.61,0.01,12.33
2023,6,26,18,137.53,17.33,6.76,0.0,11.96
2023,6,26,19,140.73,16.36,6.15,0.0,11.72
2023,6,26,20,142.48,15.39,5.52,0.0,11.41
2023,6,26,21,141.57,14.62,5.07,0.0,11.17
2023,6,26,22,137.89,13.96,4.72,0.0,11.05
2023,6,26,23,133.13,13.63,4.41,0.0,10.99
2023,6,27,0,129.26,13.52,4.09,0.02,10.99
2023,6,27,1,128.94,13.33,3.51,0.06,10.99
2023,6,27,2,129.92,13.39,2.99,0.1,10.99
2023,6,27,3,128.37,13.39,3.11,0.09,10.93
2023,6,27,4,129.75,13.31,3.14,0.09,10.93
2023,6,27,5,131.6,13.26,3.17,0.09,10.86
2023,6,27,6,135.53,14.62,3.57,0.1,11.17
2023,6,27,7,140.85,15.96,4.66,0.1,11.35
2023,6,27,8,142.1,17.79,4.96,0.1,11.35
2023,6,27,9,140.28,19.83,4.87,0.09,11.41
2023,6,27,10,137.68,21.44,4.84,0.07,11.54
2023,6,27,11,136.32,22.53,4.79,0.05,11.78
2023,6,27,12,136.29,23.29,4.68,0.04,11.96
2023,6,27,13,137.28,23.73,4.58,0.03,12.08
2023,6,27,14,139.26,23.52,4.68,0.02,12.08
2023,6,27,15,140.73,22.95,5.04,0.01,12.15
2023,6,27,16,140.77,21.76,5.44,0.0,12.57
2023,6,27,17,139.06,19.18,6.16,0.0,12.76
2023,6,27,18,136.17,17.92,7.03,0.0,12.21
2023,6,27,19,135.13,17.22,7.3,0.0,11.9
2023,6,27,20,135.77,16.43,7.0,0.0,11.78
2023,6,27,21,135.84,15.54,6.06,0.0,11.66
2023,6,27,22,134.42,14.81,5.5,0.0,11.66
2023,6,27,23,132.08,14.16,4.99,0.0,11.66
2023,6,28,0,129.81,13.98,4.52,0.01,11.6
2023,6,28,1,127.8,13.93,4.05,0.04,11.54
2023,6,28,2,125.22,13.83,3.58,0.08,11.41
