Date,Temp,Rel_Hum,Abs_Hum
2004-11-15 17:00:00,26.2,32.6,1.0892
2004-11-15 17:30:00,28.3,27.5,1.0418
2004-11-15 18:00:00,26.5,29.7,1.0123
2004-11-15 18:30:00,25.7,31.8,1.0317
2004-11-15 19:00:00,24.4,35.2,1.0632
2004-11-15 19:30:00,23.5,36.9,1.0518
2004-11-15 20:00:00,22.4,41.0,1.1006
2004-11-15 20:30:00,21.7,44.7,1.1451
2004-11-15 21:00:00,21.1,48.1,1.1864
2004-11-15 21:30:00,20.7,50.0,1.203
2004-11-15 22:00:00,19.8,53.1,1.2093
2004-11-15 22:30:00,19.8,53.6,1.2214
2004-11-15 23:00:00,19.6,54.8,1.236
2004-11-15 23:30:00,19.3,57.3,1.265
2004-11-16 00:00:00,19.7,58.4,1.3254
2004-11-16 00:30:00,19.8,59.4,1.3554
2004-11-16 01:00:00,20.9,54.8,1.3387
2004-11-16 01:30:00,22.4,47.9,1.2817
2004-11-16 02:00:00,24.1,41.3,1.2202
2004-11-16 02:30:00,25.9,36.9,1.2133
2004-11-16 03:00:00,30.7,26.0,1.1287
2004-11-16 03:30:00,30.3,25.2,1.0652
2004-11-16 04:00:00,30.1,25.4,1.0641
2004-11-16 04:30:00,27.6,35.1,1.2764
2004-11-16 05:00:00,26.6,47.6,1.6315
2004-11-16 05:30:00,30.4,31.3,1.3331
2004-11-16 06:00:00,27.8,35.0,1.282
2004-11-16 06:30:00,26.6,37.9,1.2994
2004-11-16 07:00:00,23.4,44.4,1.2646
2004-11-16 07:30:00,23.0,51.1,1.4175
2004-11-16 08:00:00,22.1,53.5,1.4087
2004-11-16 08:30:00,21.6,53.6,1.3674
2004-11-16 09:00:00,21.9,52.7,1.365
2004-11-16 09:30:00,21.3,54.9,1.3707
2004-11-16 10:00:00,17.5,79.1,1.5709
2004-11-16 10:30:00,17.6,78.6,1.5722
2004-11-16 11:00:00,17.1,81.8,1.5816
2004-11-16 11:30:00,16.6,80.2,1.5002
2004-11-16 12:00:00,16.8,77.4,1.4739
2004-11-16 12:30:00,18.3,66.5,1.381
2004-11-16 13:00:00,20.4,55.8,1.3196
2004-11-16 13:30:00,21.6,45.3,1.1533
2004-11-16 14:00:00,23.1,39.4,1.0983
2004-11-16 14:30:00,25.4,31.6,1.0058
2004-11-16 15:00:00,26.6,29.0,0.9928
2004-11-16 15:30:00,25.9,28.8,0.9475
2004-11-16 16:00:00,27.0,28.0,0.981
2004-11-16 16:30:00,23.6,38.1,1.0917
2004-11-16 17:00:00,25.9,32.0,1.0529
2004-11-16 17:30:00,26.3,31.5,1.0643
2004-11-16 18:00:00,23.9,36.8,1.0774
2004-11-16 18:30:00,23.7,36.8,1.0609
2004-11-16 19:00:00,22.5,37.8,1.0157
2004-11-16 19:30:00,21.8,39.2,1.0115
2004-11-16 20:00:00,20.9,42.6,1.04
2004-11-16 20:30:00,20.0,45.6,1.0555
2004-11-16 21:00:00,19.3,47.9,1.059
2004-11-16 21:30:00,18.7,49.0,1.0462
2004-11-16 22:00:00,17.8,54.1,1.0938
2004-11-16 22:30:00,18.6,52.7,1.1206
2004-11-16 23:00:00,17.2,57.9,1.127
2004-11-16 23:30:00,18.2,54.1,1.1155
2004-11-17 00:00:00,17.3,57.6,1.1289
2004-11-17 00:30:00,19.9,49.4,1.1354
2004-11-17 01:00:00,21.7,44.2,1.1321
2004-11-17 01:30:00,23.5,40.0,1.1386
2004-11-17 02:00:00,28.4,29.7,1.1345
2004-11-17 02:30:00,31.6,24.1,1.0994
2004-11-17 03:00:00,31.3,24.1,1.0816
2004-11-17 03:30:00,34.4,20.4,1.0857
2004-11-17 04:00:00,33.7,21.3,1.0988
2004-11-17 04:30:00,35.9,18.9,1.0999
2004-11-17 05:00:00,34.3,19.4,1.0279
2004-11-17 05:30:00,33.5,19.9,1.0112
2004-11-17 06:00:00,30.5,24.2,1.0386
2004-11-17 06:30:00,30.3,26.2,1.1161
2004-11-17 07:00:00,27.0,36.7,1.2898
2004-11-17 07:30:00,24.6,41.9,1.2752
2004-11-17 08:00:00,23.3,44.5,1.2566
2004-11-17 08:30:00,22.4,46.9,1.2544
2004-11-17 09:00:00,21.7,50.8,1.3019
2004-11-17 09:30:00,21.0,51.9,1.2794
2004-11-17 10:00:00,20.5,54.3,1.2926
2004-11-17 10:30:00,20.9,52.5,1.2852
2004-11-17 11:00:00,21.0,53.1,1.3031
2004-11-17 11:30:00,19.6,57.1,1.2851
2004-11-17 12:00:00,18.2,62.3,1.2903
2004-11-17 12:30:00,19.5,57.7,1.2966
2004-11-17 13:00:00,21.6,51.7,1.313
2004-11-17 13:30:00,23.9,44.4,1.3029
2004-11-17 14:00:00,28.1,35.2,1.312
2004-11-17 14:30:00,31.4,28.6,1.298
2004-11-17 15:00:00,33.7,25.5,1.3095
2004-11-17 15:30:00,35.9,20.8,1.2103
2004-11-17 16:00:00,37.5,18.1,1.1529
2004-11-17 16:30:00,37.7,17.7,1.1383
2004-11-17 17:00:00,37.8,17.4,1.1219
2004-11-17 17:30:00,36.6,20.6,1.2445
2004-11-17 18:00:00,32.5,26.0,1.2502
2004-11-17 18:30:00,30.8,27.2,1.1832
2004-11-17 19:00:00,28.8,30.2,1.1761
2004-11-17 19:30:00,26.7,35.4,1.2233
2004-11-17 20:00:00,25.3,40.7,1.291
2004-11-17 20:30:00,24.9,41.2,1.2809
2004-11-17 21:00:00,23.7,45.1,1.3033
2004-11-17 21:30:00,22.5,49.0,1.3151
2004-11-17 22:00:00,22.3,50.6,1.3486
2004-11-17 22:30:00,22.0,50.5,1.3199
2004-11-17 23:00:00,20.8,54.4,1.3229
2004-11-17 23:30:00,20.3,56.0,1.3204
2004-11-18 00:00:00,20.5,54.8,1.3073
2004-11-18 00:30:00,21.7,50.6,1.2981
2004-11-18 01:00:00,23.4,46.1,1.3091
2004-11-18 01:30:00,25.1,43.0,1.3488
2004-11-18 02:00:00,30.1,32.8,1.3795
2004-11-18 02:30:00,34.7,25.9,1.4069
2004-11-18 03:00:00,37.2,23.2,1.4478
2004-11-18 03:30:00,39.5,18.3,1.2917
2004-11-18 04:00:00,40.6,15.3,1.1485
2004-11-18 04:30:00,40.3,16.1,1.1896
2004-11-18 05:00:00,40.3,14.2,1.0494
2004-11-18 05:30:00,39.6,16.7,1.1867
2004-11-18 06:00:00,37.3,23.4,1.4672
2004-11-18 06:30:00,33.7,27.7,1.4213
2004-11-18 07:00:00,30.7,32.2,1.3983
2004-11-18 07:30:00,28.4,35.7,1.3549
2004-11-18 08:00:00,26.5,38.6,1.3154
2004-11-18 08:30:00,25.4,40.1,1.2822
2004-11-18 09:00:00,24.1,43.3,1.2839
2004-11-18 09:30:00,23.9,45.6,1.3328
2004-11-18 10:00:00,22.0,52.8,1.3752
2004-11-18 10:30:00,20.7,56.1,1.3565
2004-11-18 11:00:00,20.1,57.3,1.3352
2004-11-18 11:30:00,19.5,59.4,1.3328
2004-11-18 12:00:00,20.0,56.6,1.3095
2004-11-18 12:30:00,21.7,53.9,1.3848
2004-11-18 13:00:00,23.7,49.0,1.4152
2004-11-18 13:30:00,25.9,44.3,1.4544
2004-11-18 14:00:00,30.1,34.3,1.4414
2004-11-18 14:30:00,33.5,27.2,1.3859
2004-11-18 15:00:00,35.4,26.1,1.4806
2004-11-18 15:30:00,37.9,23.2,1.502
2004-11-18 16:00:00,39.7,18.7,1.3306
2004-11-18 16:30:00,40.4,17.2,1.2774
2004-11-18 17:00:00,40.0,18.8,1.363
2004-11-18 17:30:00,38.9,18.8,1.29
2004-11-18 18:00:00,35.8,22.1,1.2792
2004-11-18 18:30:00,33.1,25.9,1.2923
2004-11-18 19:00:00,30.9,28.2,1.2388
2004-11-18 19:30:00,27.5,32.6,1.176
2004-11-18 20:00:00,26.3,34.3,1.1605
2004-11-18 20:30:00,25.5,34.1,1.0968
2004-11-18 21:00:00,24.7,39.3,1.2065
2004-11-18 21:30:00,24.2,39.5,1.1764
2004-11-18 22:00:00,24.8,37.8,1.1639
2004-11-18 22:30:00,22.7,43.8,1.1952
2004-11-18 23:00:00,22.0,44.3,1.1553
2004-11-18 23:30:00,19.3,51.4,1.1364
2004-11-19 00:00:00,19.8,50.4,1.1525
2004-11-19 00:30:00,20.5,48.2,1.1474
2004-11-19 01:00:00,22.8,42.7,1.1667
2004-11-19 01:30:00,25.6,35.8,1.1548
2004-11-19 02:00:00,30.0,27.5,1.1509
2004-11-19 02:30:00,34.4,21.0,1.1248
2004-11-19 03:00:00,35.9,19.6,1.1422
2004-11-19 03:30:00,37.2,18.2,1.1389
2004-11-19 04:00:00,37.3,16.6,1.0435
2004-11-19 04:30:00,37.4,14.9,0.9413
2004-11-19 05:00:00,36.4,15.1,0.9005
2004-11-19 05:30:00,35.4,14.7,0.8323
2004-11-19 06:00:00,34.2,14.2,0.7502
2004-11-19 06:30:00,31.1,18.7,0.8302
2004-11-19 07:00:00,29.1,22.0,0.8702
2004-11-19 07:30:00,27.2,22.5,0.7962
2004-11-19 08:00:00,25.3,24.6,0.7796
2004-11-19 08:30:00,24.9,27.2,0.8429
2004-11-19 09:00:00,23.5,32.2,0.922
2004-11-19 09:30:00,23.5,32.7,0.9349
2004-11-19 10:00:00,24.1,32.0,0.9467
2004-11-19 10:30:00,22.6,34.8,0.9441
2004-11-19 11:00:00,20.8,40.2,0.9725
2004-11-19 11:30:00,18.8,46.6,1.0027
2004-11-19 12:00:00,19.8,46.0,1.0524
2004-11-19 12:30:00,21.3,42.3,1.0625
2004-11-19 13:00:00,21.3,41.8,1.0449
2004-11-19 13:30:00,24.0,36.6,1.0772
2004-11-19 14:00:00,27.2,30.7,1.0884
2004-11-19 14:30:00,32.3,23.6,1.1271
2004-11-19 15:00:00,31.9,25.8,1.2023
2004-11-19 15:30:00,35.1,21.8,1.2093
2004-11-19 16:00:00,36.0,20.5,1.1995
2004-11-19 16:30:00,37.0,20.1,1.2423
2004-11-19 17:00:00,36.4,21.0,1.2515
2004-11-19 17:30:00,35.2,22.6,1.267
2004-11-19 18:00:00,32.5,27.6,1.3229
2004-11-19 18:30:00,29.1,35.1,1.3919
2004-11-19 19:00:00,26.9,39.7,1.3898
2004-11-19 19:30:00,26.1,42.2,1.4039
2004-11-19 20:00:00,25.5,43.8,1.4095
2004-11-19 20:30:00,24.9,45.6,1.4135
2004-11-19 21:00:00,25.2,45.2,1.4262
2004-11-19 21:30:00,25.4,45.5,1.457
2004-11-19 22:00:00,26.2,43.6,1.4599
2004-11-19 22:30:00,24.3,48.2,1.4476
2004-11-19 23:00:00,24.4,48.3,1.4499
2004-11-19 23:30:00,23.3,51.0,1.4346
2004-11-20 00:00:00,21.6,48.1,1.2259
2004-11-20 00:30:00,21.4,47.8,1.2005
2004-11-20 01:00:00,20.5,46.8,1.1152
2004-11-20 01:30:00,20.8,40.7,0.9882
2004-11-20 02:00:00,22.3,35.3,0.9371
2004-11-20 02:30:00,21.7,38.3,0.9842
2004-11-20 03:00:00,24.4,29.6,0.8921
2004-11-20 03:30:00,23.4,34.9,0.991
2004-11-20 04:00:00,23.5,35.2,1.0019
2004-11-20 04:30:00,22.4,39.0,1.04
2004-11-20 05:00:00,22.0,41.7,1.0865
2004-11-20 05:30:00,21.7,42.7,1.0949
2004-11-20 06:00:00,20.7,43.4,1.047
2004-11-20 06:30:00,20.3,42.6,1.0045
2004-11-20 07:00:00,20.3,44.1,1.0392
2004-11-20 07:30:00,20.1,45.2,1.0538
2004-11-20 08:00:00,19.8,45.7,1.0424
2004-11-20 08:30:00,19.6,45.3,1.0244
2004-11-20 09:00:00,19.4,45.9,1.0242
2004-11-20 09:30:00,19.7,44.8,1.0172
2004-11-20 10:00:00,19.5,46.3,1.0363
2004-11-20 10:30:00,19.0,49.0,1.063
2004-11-20 11:00:00,19.1,50.7,1.109
2004-11-20 11:30:00,19.1,52.7,1.1545
2004-11-20 12:00:00,20.3,49.3,1.1596
2004-11-20 12:30:00,21.1,46.2,1.1389
2004-11-20 13:00:00,21.5,44.5,1.129
2004-11-20 13:30:00,22.4,43.6,1.1637
2004-11-20 14:00:00,24.8,39.1,1.2039
2004-11-20 14:30:00,23.9,42.1,1.2335
2004-11-20 15:00:00,25.5,38.3,1.2328
2004-11-20 15:30:00,25.4,39.2,1.2534
2004-11-20 16:00:00,25.6,37.0,1.2006
2004-11-20 16:30:00,24.5,38.4,1.1669
2004-11-20 17:00:00,23.9,39.9,1.1639
2004-11-20 17:30:00,24.2,39.2,1.1665
2004-11-20 18:00:00,23.5,41.2,1.1759
2004-11-20 18:30:00,22.3,44.9,1.1973
2004-11-20 19:00:00,21.7,46.5,1.1917
2004-11-20 19:30:00,22.0,44.9,1.1699
2004-11-20 20:00:00,22.2,44.1,1.1654
2004-11-20 20:30:00,21.8,45.6,1.1763
2004-11-20 21:00:00,21.6,46.0,1.1742
2004-11-20 21:30:00,21.6,45.8,1.1715
2004-11-20 22:00:00,20.7,48.3,1.168
2004-11-20 22:30:00,21.0,47.1,1.1546
2004-11-20 23:00:00,20.8,48.5,1.18
2004-11-20 23:30:00,20.8,49.4,1.1994
2004-11-21 00:00:00,19.9,51.8,1.1911
2004-11-21 00:30:00,20.9,49.3,1.2049
2004-11-21 01:00:00,23.7,39.9,1.1508
2004-11-21 01:30:00,25.3,35.8,1.1421
2004-11-21 02:00:00,28.8,29.1,1.1349
2004-11-21 02:30:00,30.3,26.9,1.1399
2004-11-21 03:00:00,32.8,23.3,1.138
2004-11-21 03:30:00,33.9,21.4,1.1135
2004-11-21 04:00:00,35.3,19.6,1.1036
2004-11-21 04:30:00,34.0,20.8,1.0898
2004-11-21 05:00:00,35.3,18.8,1.0572
2004-11-21 05:30:00,32.6,24.1,1.1688
2004-11-21 06:00:00,30.8,28.7,1.2507
2004-11-21 06:30:00,28.7,31.2,1.2099
2004-11-21 07:00:00,26.8,35.1,1.2201
2004-11-21 07:30:00,25.3,39.4,1.2524
2004-11-21 08:00:00,23.9,40.9,1.1966
2004-11-21 08:30:00,23.0,44.4,1.2354
2004-11-21 09:00:00,22.2,53.9,1.4237
2004-11-21 09:30:00,20.9,59.8,1.4659
2004-11-21 10:00:00,21.3,58.1,1.457
2004-11-21 10:30:00,20.8,58.4,1.4189
2004-11-21 11:00:00,20.3,58.9,1.3878
2004-11-21 11:30:00,21.3,54.5,1.3682
2004-11-21 12:00:00,20.6,57.4,1.3753
2004-11-21 12:30:00,21.3,56.9,1.4226
2004-11-21 13:00:00,22.9,52.4,1.4442
2004-11-21 13:30:00,24.1,46.5,1.3802
2004-11-21 14:00:00,27.1,38.8,1.3705
2004-11-21 14:30:00,28.4,34.4,1.314
2004-11-21 15:00:00,30.1,30.9,1.2958
2004-11-21 15:30:00,32.7,25.8,1.2547
2004-11-21 16:00:00,32.4,25.7,1.2271
2004-11-21 16:30:00,33.6,24.4,1.2472
2004-11-21 17:00:00,33.0,26.0,1.2877
2004-11-21 17:30:00,33.2,23.7,1.1855
2004-11-21 18:00:00,31.3,25.4,1.1415
2004-11-21 18:30:00,28.3,31.7,1.1968
2004-11-21 19:00:00,26.5,35.0,1.1981
2004-11-21 19:30:00,24.4,40.0,1.2079
2004-11-21 20:00:00,23.3,43.4,1.2251
2004-11-21 20:30:00,22.5,45.3,1.2226
2004-11-21 21:00:00,21.8,47.8,1.2325
2004-11-21 21:30:00,20.9,51.0,1.2446
2004-11-21 22:00:00,20.8,51.7,1.2572
2004-11-21 22:30:00,19.3,57.1,1.2661
2004-11-21 23:00:00,18.8,58.6,1.2581
2004-11-21 23:30:00,20.2,53.8,1.2569
2004-11-22 00:00:00,18.3,60.8,1.2635
2004-11-22 00:30:00,20.2,54.5,1.2777
2004-11-22 01:00:00,21.9,49.9,1.2957
2004-11-22 01:30:00,25.2,43.0,1.3548
2004-11-22 02:00:00,28.0,36.6,1.3603
2004-11-22 02:30:00,27.1,38.3,1.3548
2004-11-22 03:00:00,27.4,37.0,1.3319
2004-11-22 03:30:00,29.4,32.9,1.3244
2004-11-22 04:00:00,31.3,28.7,1.2885
2004-11-22 04:30:00,31.5,28.7,1.3058
2004-11-22 05:00:00,30.9,30.3,1.3306
2004-11-22 05:30:00,31.4,30.3,1.3689
2004-11-22 06:00:00,30.7,31.4,1.3686
2004-11-22 06:30:00,29.0,33.4,1.3169
2004-11-22 07:00:00,27.3,37.5,1.342
2004-11-22 07:30:00,25.8,40.9,1.3389
2004-11-22 08:00:00,25.2,43.0,1.358
2004-11-22 08:30:00,24.6,45.8,1.394
2004-11-22 09:00:00,24.0,47.3,1.3914
2004-11-22 09:30:00,23.5,48.3,1.3777
2004-11-22 10:00:00,24.0,45.8,1.3467
2004-11-22 10:30:00,22.2,50.7,1.3405
2004-11-22 11:00:00,22.8,48.1,1.3184
2004-11-22 11:30:00,21.9,50.1,1.3002
2004-11-22 12:00:00,20.4,54.1,1.28
2004-11-22 12:30:00,20.8,52.6,1.2758
2004-11-22 13:00:00,22.8,47.9,1.3156
2004-11-22 13:30:00,25.2,42.9,1.3552
2004-11-22 14:00:00,29.3,34.8,1.397
2004-11-22 14:30:00,33.3,27.8,1.4013
2004-11-22 15:00:00,34.9,24.9,1.363
2004-11-22 15:30:00,36.1,22.7,1.3324
2004-11-22 16:00:00,37.6,21.1,1.3478
2004-11-22 16:30:00,37.3,21.9,1.3761
2004-11-22 17:00:00,37.2,21.6,1.3514
2004-11-22 17:30:00,35.6,23.4,1.341
2004-11-22 18:00:00,33.1,24.3,1.2087
2004-11-22 18:30:00,30.5,29.5,1.2635
2004-11-22 19:00:00,28.7,35.8,1.3834
2004-11-22 19:30:00,26.6,42.2,1.4452
2004-11-22 20:00:00,25.2,46.6,1.4733
2004-11-22 20:30:00,24.7,47.7,1.4649
2004-11-22 21:00:00,24.4,47.4,1.4301
2004-11-22 21:30:00,23.3,49.9,1.4135
2004-11-22 22:00:00,23.8,47.3,1.3783
2004-11-22 22:30:00,22.9,50.2,1.3808
2004-11-22 23:00:00,21.2,55.0,1.3689
2004-11-22 23:30:00,21.7,52.6,1.35
2004-11-23 00:00:00,22.8,48.9,1.3424
2004-11-23 00:30:00,23.5,47.6,1.3611
2004-11-23 01:00:00,24.6,44.9,1.3661
2004-11-23 01:30:00,27.0,39.9,1.402
2004-11-23 02:00:00,29.3,35.9,1.4411
2004-11-23 02:30:00,31.2,32.4,1.4517
2004-11-23 03:00:00,34.4,26.6,1.423
2004-11-23 03:30:00,36.1,22.1,1.3004
2004-11-23 04:00:00,-200.0,-200.0,-200.0
2004-11-23 04:30:00,-200.0,-200.0,-200.0
2004-11-23 05:00:00,-200.0,-200.0,-200.0
2004-11-23 05:30:00,-200.0,-200.0,-200.0
2004-11-23 06:00:00,-200.0,-200.0,-200.0
2004-11-23 06:30:00,-200.0,-200.0,-200.0
2004-11-23 07:00:00,-200.0,-200.0,-200.0
2004-11-23 07:30:00,-200.0,-200.0,-200.0
2004-11-23 08:00:00,-200.0,-200.0,-200.0
2004-11-23 08:30:00,-200.0,-200.0,-200.0
2004-11-23 09:00:00,-200.0,-200.0,-200.0
2004-11-23 09:30:00,-200.0,-200.0,-200.0
2004-11-23 10:00:00,-200.0,-200.0,-200.0
2004-11-23 10:30:00,-200.0,-200.0,-200.0
2004-11-23 11:00:00,-200.0,-200.0,-200.0
2004-11-23 11:30:00,-200.0,-200.0,-200.0
2004-11-23 12:00:00,-200.0,-200.0,-200.0
2004-11-23 12:30:00,-200.0,-200.0,-200.0
2004-11-23 13:00:00,-200.0,-200.0,-200.0
2004-11-23 13:30:00,-200.0,-200.0,-200.0
2004-11-23 14:00:00,-200.0,-200.0,-200.0
2004-11-23 14:30:00,-200.0,-200.0,-200.0
2004-11-23 15:00:00,-200.0,-200.0,-200.0
2004-11-23 15:30:00,-200.0,-200.0,-200.0
2004-11-23 16:00:00,-200.0,-200.0,-200.0
2004-11-23 16:30:00,-200.0,-200.0,-200.0
2004-11-23 17:00:00,-200.0,-200.0,-200.0
2004-11-23 17:30:00,-200.0,-200.0,-200.0
2004-11-23 18:00:00,-200.0,-200.0,-200.0
2004-11-23 18:30:00,-200.0,-200.0,-200.0
2004-11-23 19:00:00,-200.0,-200.0,-200.0
2004-11-23 19:30:00,-200.0,-200.0,-200.0
2004-11-23 20:00:00,-200.0,-200.0,-200.0
2004-11-23 20:30:00,-200.0,-200.0,-200.0
2004-11-23 21:00:00,-200.0,-200.0,-200.0
2004-11-23 21:30:00,-200.0,-200.0,-200.0
2004-11-23 22:00:00,-200.0,-200.0,-200.0
2004-11-23 22:30:00,-200.0,-200.0,-200.0
2004-11-23 23:00:00,18.9,55.2,1.1895
2004-11-23 23:30:00,18.2,57.6,1.193
2004-11-24 00:00:00,18.6,56.0,1.1865
2004-11-24 00:30:00,20.8,48.0,1.1702
2004-11-24 01:00:00,23.3,38.6,1.0919
2004-11-24 01:30:00,25.1,32.4,1.017
2004-11-24 02:00:00,27.8,25.8,0.9473
2004-11-24 02:30:00,29.6,21.0,0.8548
2004-11-24 03:00:00,30.2,18.0,0.7613
2004-11-24 03:30:00,30.1,18.5,0.7747
2004-11-24 04:00:00,29.5,19.4,0.7872
2004-11-24 04:30:00,31.1,18.2,0.8079
2004-11-24 05:00:00,30.3,19.0,0.8103
2004-11-24 05:30:00,30.1,19.3,0.8083
2004-11-24 06:00:00,28.6,22.3,0.859
2004-11-24 06:30:00,26.1,28.3,0.9407
2004-11-24 07:00:00,24.5,35.7,1.0807
2004-11-24 07:30:00,23.1,41.5,1.1582
2004-11-24 08:00:00,21.8,46.3,1.1913
2004-11-24 08:30:00,20.9,48.9,1.1945
2004-11-24 09:00:00,20.5,49.9,1.1903
2004-11-24 09:30:00,20.0,50.9,1.1794
2004-11-24 10:00:00,22.1,44.3,1.1665
2004-11-24 10:30:00,21.0,47.5,1.1666
2004-11-24 11:00:00,19.8,50.3,1.1444
2004-11-24 11:30:00,19.0,52.8,1.1489
2004-11-24 12:00:00,17.8,56.5,1.1375
2004-11-24 12:30:00,18.2,55.8,1.1529
2004-11-24 13:00:00,20.6,47.7,1.1448
2004-11-24 13:30:00,22.8,41.9,1.1496
2004-11-24 14:00:00,27.1,31.7,1.1147
2004-11-24 14:30:00,30.4,26.4,1.131
2004-11-24 15:00:00,31.1,26.2,1.1647
2004-11-24 15:30:00,31.4,25.3,1.1444
2004-11-24 16:00:00,30.8,26.7,1.168
2004-11-24 16:30:00,31.8,25.6,1.1868
2004-11-24 17:00:00,33.5,22.9,1.1649
2004-11-24 17:30:00,33.1,23.5,1.1673
2004-11-24 18:00:00,31.7,25.9,1.1883
2004-11-24 18:30:00,29.0,30.4,1.2013
2004-11-24 19:00:00,27.4,33.6,1.2095
2004-11-24 19:30:00,25.2,36.4,1.1528
2004-11-24 20:00:00,24.0,39.6,1.1662
2004-11-24 20:30:00,23.8,39.6,1.1558
2004-11-24 21:00:00,22.9,43.6,1.1974
2004-11-24 21:30:00,22.8,43.9,1.202
2004-11-24 22:00:00,21.8,47.3,1.2189
2004-11-24 22:30:00,21.7,47.3,1.2135
2004-11-24 23:00:00,20.8,50.3,1.2207
2004-11-24 23:30:00,21.7,46.8,1.2031
2004-11-25 00:00:00,20.3,52.3,1.2367
2004-11-25 00:30:00,20.5,52.3,1.245
2004-11-25 01:00:00,21.7,49.6,1.2673
2004-11-25 01:30:00,24.0,43.1,1.2677
2004-11-25 02:00:00,28.5,31.7,1.2144
2004-11-25 02:30:00,32.2,25.1,1.189
2004-11-25 03:00:00,34.9,20.5,1.1279
2004-11-25 03:30:00,35.4,19.9,1.1222
2004-11-25 04:00:00,34.4,22.5,1.205
2004-11-25 04:30:00,34.8,22.8,1.2488
2004-11-25 05:00:00,34.3,22.4,1.1907
2004-11-25 05:30:00,32.5,25.3,1.2165
2004-11-25 06:00:00,31.3,27.3,1.2234
2004-11-25 06:30:00,30.2,29.0,1.2224
2004-11-25 07:00:00,28.5,33.3,1.2775
2004-11-25 07:30:00,27.3,35.3,1.2606
2004-11-25 08:00:00,26.1,37.8,1.2575
2004-11-25 08:30:00,24.7,47.1,1.44
2004-11-25 09:00:00,23.6,59.8,1.7193
2004-11-25 09:30:00,23.3,60.5,1.706
2004-11-25 10:00:00,23.3,59.4,1.6753
2004-11-25 10:30:00,22.9,57.7,1.5902
2004-11-25 11:00:00,23.7,53.5,1.546
2004-11-25 11:30:00,21.2,60.9,1.5092
2004-11-25 12:00:00,22.1,56.2,1.48
2004-11-25 12:30:00,21.9,57.0,1.4742
2004-11-25 13:00:00,24.7,45.9,1.4061
2004-11-25 13:30:00,27.0,40.8,1.4286
2004-11-25 14:00:00,29.1,37.4,1.4833
2004-11-25 14:30:00,31.1,32.4,1.4351
2004-11-25 15:00:00,31.9,30.3,1.4125
2004-11-25 15:30:00,32.8,28.9,1.412
2004-11-25 16:00:00,33.4,27.8,1.4119
2004-11-25 16:30:00,35.3,23.7,1.3331
2004-11-25 17:00:00,35.8,22.4,1.2915
2004-11-25 17:30:00,35.3,20.8,1.1664
2004-11-25 18:00:00,33.3,23.9,1.2085
2004-11-25 18:30:00,30.3,30.8,1.3044
2004-11-25 19:00:00,28.3,34.5,1.3084
2004-11-25 19:30:00,27.1,38.9,1.3758
2004-11-25 20:00:00,25.4,43.2,1.3805
2004-11-25 20:30:00,24.6,45.3,1.3767
2004-11-25 21:00:00,23.7,46.0,1.3346
2004-11-25 21:30:00,23.0,48.1,1.3322
2004-11-25 22:00:00,24.8,43.4,1.3366
2004-11-25 22:30:00,23.1,47.4,1.3208
2004-11-25 23:00:00,21.7,50.2,1.2917
2004-11-25 23:30:00,21.9,50.7,1.3138
2004-11-26 00:00:00,20.1,57.0,1.3216
2004-11-26 00:30:00,21.5,51.8,1.3129
2004-11-26 01:00:00,22.9,48.7,1.3416
2004-11-26 01:30:00,25.7,41.0,1.3351
2004-11-26 02:00:00,29.9,33.2,1.3793
2004-11-26 02:30:00,32.9,28.0,1.3789
2004-11-26 03:00:00,34.0,25.6,1.3363
2004-11-26 03:30:00,34.7,22.6,1.2297
2004-11-26 04:00:00,35.5,20.3,1.1586
2004-11-26 04:30:00,35.9,18.8,1.0912
2004-11-26 05:00:00,36.2,18.6,1.0945
2004-11-26 05:30:00,35.4,15.3,0.8613
2004-11-26 06:00:00,32.9,15.5,0.7649
2004-11-26 06:30:00,29.9,19.8,0.8211
2004-11-26 07:00:00,28.1,22.4,0.8394
2004-11-26 07:30:00,26.1,24.7,0.8233
2004-11-26 08:00:00,25.0,28.7,0.8944
2004-11-26 08:30:00,24.3,31.0,0.9268
2004-11-26 09:00:00,24.0,31.2,0.919
2004-11-26 09:30:00,22.4,34.9,0.9362
2004-11-26 10:00:00,21.2,37.6,0.9355
2004-11-26 10:30:00,19.5,42.3,0.9461
2004-11-26 11:00:00,21.2,39.4,0.9802
2004-11-26 11:30:00,19.5,42.4,0.9515
2004-11-26 12:00:00,18.6,45.8,0.9723
2004-11-26 12:30:00,19.7,44.1,1.0039
2004-11-26 13:00:00,21.9,39.4,1.0243
2004-11-26 13:30:00,24.5,34.3,1.0407
2004-11-26 14:00:00,30.0,25.6,1.0674
2004-11-26 14:30:00,34.5,18.9,1.0168
2004-11-26 15:00:00,36.3,17.5,1.0411
2004-11-26 15:30:00,37.7,16.0,1.0231
2004-11-26 16:00:00,38.3,15.8,1.0465
2004-11-26 16:30:00,38.4,17.5,1.1609
2004-11-26 17:00:00,37.2,20.5,1.2813
2004-11-26 17:30:00,34.0,26.4,1.3781
2004-11-26 18:00:00,32.3,30.4,1.445
2004-11-26 18:30:00,30.5,33.9,1.4564
2004-11-26 19:00:00,29.2,37.8,1.5098
2004-11-26 19:30:00,28.4,39.1,1.4881
2004-11-26 20:00:00,27.7,40.6,1.4828
2004-11-26 20:30:00,27.2,42.5,1.5069
