-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2004 through 02/25/2004 
Location: Latitude  -37.8639   Longitude 145.154 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 58.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2004,2,3,9,7.03,187.99
2004,2,3,10,6.87,187.72
2004,2,3,11,6.86,188.85
2004,2,3,12,7.03,190.64
2004,2,3,13,7.21,192.39
2004,2,3,14,7.31,193.47
2004,2,3,15,7.46,194.01
2004,2,3,16,7.55,193.52
2004,2,3,17,7.52,191.7
2004,2,3,18,7.29,189.43
2004,2,3,19,6.92,186.28
2004,2,3,20,6.67,183.09
2004,2,3,21,6.47,180.14
2004,2,3,22,6.0,177.84
2004,2,3,23,5.4,174.6
2004,2,4,0,4.87,169.83
2004,2,4,1,4.68,169.33
2004,2,4,2,4.54,165.44
2004,2,4,3,4.14,159.82
2004,2,4,4,3.75,157.6
2004,2,4,5,3.58,154.67
2004,2,4,6,3.27,154.66
2004,2,4,7,2.58,148.86
2004,2,4,8,1.98,148.57
2004,2,4,9,1.66,156.45
2004,2,4,10,1.7,180.53
2004,2,4,11,2.57,200.31
2004,2,4,12,2.86,200.32
2004,2,4,13,3.27,200.25
2004,2,4,14,3.99,199.78
2004,2,4,15,4.24,194.09
2004,2,4,16,4.16,185.5
2004,2,4,17,4.07,175.6
2004,2,4,18,4.4,163.91
2004,2,4,19,5.2,154.86
2004,2,4,20,5.72,146.03
2004,2,4,21,5.75,138.53
2004,2,4,22,5.32,132.62
2004,2,4,23,4.65,131.87
2004,2,5,0,4.06,132.9
2004,2,5,1,3.41,127.18
2004,2,5,2,2.79,110.67
2004,2,5,3,2.44,84.13
2004,2,5,4,2.54,51.37
2004,2,5,5,3.31,22.45
2004,2,5,6,4.04,4.77
2004,2,5,7,3.54,0.51
2004,2,5,8,3.81,349.84
2004,2,5,9,5.8,327.04
2004,2,5,10,6.71,313.82
2004,2,5,11,7.08,305.43
2004,2,5,12,7.22,297.31
2004,2,5,13,7.12,290.96
2004,2,5,14,6.68,285.04
2004,2,5,15,5.83,274.0
2004,2,5,16,4.98,250.4
2004,2,5,17,4.77,210.93
2004,2,5,18,5.81,177.92
2004,2,5,19,5.73,154.66
2004,2,5,20,4.61,136.37
2004,2,5,21,3.5,142.34
2004,2,5,22,3.9,165.6
2004,2,5,23,4.48,174.9
2004,2,6,0,4.11,169.03
2004,2,6,1,2.96,157.97
2004,2,6,2,1.75,122.98
2004,2,6,3,1.36,69.06
2004,2,6,4,0.96,24.06
2004,2,6,5,0.62,297.86
2004,2,6,6,0.93,233.51
2004,2,6,7,2.19,202.64
2004,2,6,8,3.23,191.58
2004,2,6,9,3.1,193.12
2004,2,6,10,2.86,209.3
2004,2,6,11,3.06,223.86
2004,2,6,12,3.61,224.56
2004,2,6,13,4.14,216.48
2004,2,6,14,4.78,206.1
2004,2,6,15,5.51,196.48
2004,2,6,16,6.22,186.42
2004,2,6,17,6.59,176.81
2004,2,6,18,6.24,173.24
2004,2,6,19,5.94,174.27
2004,2,6,20,5.74,168.93
2004,2,6,21,5.41,162.61
2004,2,6,22,5.35,164.66
2004,2,6,23,5.69,166.5
2004,2,7,0,5.83,163.8
2004,2,7,1,5.67,160.02
2004,2,7,2,5.61,157.58
2004,2,7,3,5.65,156.62
2004,2,7,4,5.75,157.3
2004,2,7,5,5.93,158.68
2004,2,7,6,6.17,154.57
2004,2,7,7,5.66,155.2
2004,2,7,8,5.46,165.59
2004,2,7,9,5.82,169.47
2004,2,7,10,5.2,157.94
2004,2,7,11,4.55,163.43
2004,2,7,12,5.04,178.4
2004,2,7,13,5.46,183.53
2004,2,7,14,5.26,186.14
2004,2,7,15,4.74,188.14
2004,2,7,16,4.61,189.75
2004,2,7,17,4.21,179.68
2004,2,7,18,3.47,161.89
2004,2,7,19,3.11,156.33
2004,2,7,20,3.17,156.97
2004,2,7,21,3.34,157.45
2004,2,7,22,3.4,160.28
2004,2,7,23,3.31,161.82
2004,2,8,0,2.98,155.38
2004,2,8,1,2.37,125.89
2004,2,8,2,2.43,87.05
2004,2,8,3,2.85,64.0
2004,2,8,4,3.26,48.89
2004,2,8,5,3.11,25.47
2004,2,8,6,2.25,350.21
2004,2,8,7,1.31,278.23
2004,2,8,8,0.85,345.71
2004,2,8,9,4.35,5.15
2004,2,8,10,7.57,347.3
2004,2,8,11,10.34,334.09
2004,2,8,12,12.31,325.26
2004,2,8,13,12.9,315.22
2004,2,8,14,12.3,298.91
2004,2,8,15,10.43,266.57
2004,2,8,16,10.75,225.85
2004,2,8,17,12.65,205.11
2004,2,8,18,10.39,200.83
2004,2,8,19,6.69,200.42
2004,2,8,20,4.0,187.64
2004,2,8,21,2.05,159.5
2004,2,8,22,1.11,132.14
2004,2,8,23,1.91,198.07
2004,2,9,0,3.68,209.61
2004,2,9,1,4.76,205.77
2004,2,9,2,6.08,210.48
2004,2,9,3,5.8,203.49
2004,2,9,4,4.41,189.8
2004,2,9,5,2.94,176.5
2004,2,9,6,3.84,213.79
2004,2,9,7,4.57,221.4
2004,2,9,8,4.61,220.12
2004,2,9,9,4.39,219.66
2004,2,9,10,4.1,218.97
2004,2,9,11,3.93,216.28
2004,2,9,12,4.13,209.48
2004,2,9,13,4.67,200.34
2004,2,9,14,5.38,192.58
2004,2,9,15,5.66,187.38
2004,2,9,16,5.46,184.1
2004,2,9,17,5.05,181.95
2004,2,9,18,4.84,178.71
2004,2,9,19,5.07,176.03
2004,2,9,20,5.33,170.9
2004,2,9,21,5.39,165.66
2004,2,9,22,5.26,148.06
2004,2,9,23,4.74,135.13
2004,2,10,0,4.31,129.78
2004,2,10,1,4.28,121.25
2004,2,10,2,3.96,120.56
2004,2,10,3,3.76,123.46
2004,2,10,4,3.63,120.27
2004,2,10,5,2.8,137.26
2004,2,10,6,3.11,161.98
2004,2,10,7,3.27,162.04
2004,2,10,8,2.51,158.46
2004,2,10,9,1.37,102.85
2004,2,10,10,0.25,343.81
2004,2,10,11,3.01,274.76
2004,2,10,12,2.49,298.34
2004,2,10,13,1.99,333.94
2004,2,10,14,3.03,291.66
2004,2,10,15,2.42,272.4
2004,2,10,16,1.46,225.0
2004,2,10,17,3.27,167.86
2004,2,10,18,4.01,170.24
2004,2,10,19,4.25,147.63
2004,2,10,20,4.8,148.25
2004,2,10,21,4.93,143.31
2004,2,10,22,4.56,151.41
2004,2,10,23,4.9,158.96
2004,2,11,0,5.23,152.33
2004,2,11,1,5.28,150.78
2004,2,11,2,5.53,152.49
2004,2,11,3,5.8,149.91
2004,2,11,4,6.1,147.45
2004,2,11,5,6.21,136.38
2004,2,11,6,5.87,146.9
2004,2,11,7,5.45,159.98
2004,2,11,8,5.55,157.12
2004,2,11,9,5.38,151.83
2004,2,11,10,4.43,155.97
2004,2,11,11,4.05,178.12
2004,2,11,12,3.71,182.54
2004,2,11,13,3.47,187.49
2004,2,11,14,3.52,195.82
2004,2,11,15,3.46,199.09
2004,2,11,16,3.27,197.96
2004,2,11,17,3.31,195.31
2004,2,11,18,3.53,187.63
2004,2,11,19,3.82,175.3
2004,2,11,20,3.78,159.43
2004,2,11,21,3.71,147.05
2004,2,11,22,3.56,138.12
2004,2,11,23,3.37,120.85
2004,2,12,0,2.99,102.55
2004,2,12,1,2.09,94.71
2004,2,12,2,0.84,130.08
2004,2,12,3,1.02,208.33
2004,2,12,4,1.2,224.74
2004,2,12,5,0.67,242.84
2004,2,12,6,0.88,283.79
2004,2,12,7,1.05,283.73
2004,2,12,8,1.2,292.56
2004,2,12,9,1.63,281.58
2004,2,12,10,2.17,267.73
2004,2,12,11,3.17,250.9
2004,2,12,12,4.01,231.88
2004,2,12,13,4.29,212.97
2004,2,12,14,4.45,196.72
2004,2,12,15,4.75,182.55
2004,2,12,16,5.38,172.91
2004,2,12,17,6.18,167.9
2004,2,12,18,6.61,164.65
2004,2,12,19,6.09,166.04
2004,2,12,20,5.35,167.69
2004,2,12,21,4.77,168.19
2004,2,12,22,4.29,170.14
2004,2,12,23,4.12,174.01
2004,2,13,0,4.18,178.07
2004,2,13,1,4.33,181.34
2004,2,13,2,4.57,182.74
2004,2,13,3,4.87,182.21
2004,2,13,4,5.07,179.29
2004,2,13,5,5.27,175.58
2004,2,13,6,5.04,168.46
2004,2,13,7,4.52,160.94
2004,2,13,8,4.18,159.77
2004,2,13,9,4.08,162.29
2004,2,13,10,4.14,166.12
2004,2,13,11,4.2,172.62
2004,2,13,12,4.38,180.0
2004,2,13,13,4.7,186.58
2004,2,13,14,5.22,189.12
2004,2,13,15,5.62,185.9
2004,2,13,16,5.74,180.78
2004,2,13,17,5.77,176.58
2004,2,13,18,5.62,173.29
2004,2,13,19,5.0,171.38
2004,2,13,20,4.4,166.75
2004,2,13,21,4.08,161.91
2004,2,13,22,4.11,160.57
2004,2,13,23,4.2,159.31
2004,2,14,0,3.79,156.4
2004,2,14,1,2.73,154.61
2004,2,14,2,1.52,142.95
2004,2,14,3,1.01,98.44
2004,2,14,4,1.45,54.18
2004,2,14,5,2.33,26.48
2004,2,14,6,3.31,15.61
2004,2,14,7,3.98,17.26
2004,2,14,8,4.26,12.4
2004,2,14,9,4.62,6.6
2004,2,14,10,4.36,355.68
2004,2,14,11,3.94,337.61
2004,2,14,12,3.44,313.53
2004,2,14,13,3.41,287.85
2004,2,14,14,2.72,263.9
2004,2,14,15,2.0,225.95
2004,2,14,16,2.3,179.61
2004,2,14,17,3.95,152.93
2004,2,14,18,5.81,152.26
2004,2,14,19,6.67,166.94
2004,2,14,20,6.47,171.74
2004,2,14,21,4.52,149.58
2004,2,14,22,2.04,100.36
2004,2,14,23,3.18,293.73
2004,2,15,0,7.49,269.16
2004,2,15,1,3.92,249.32
2004,2,15,2,1.5,79.51
2004,2,15,3,3.83,36.96
2004,2,15,4,5.2,0.6
2004,2,15,5,6.75,351.28
2004,2,15,6,6.01,340.08
2004,2,15,7,4.28,293.01
2004,2,15,8,5.3,249.99
2004,2,15,9,5.77,236.76
2004,2,15,10,6.37,227.33
2004,2,15,11,7.89,216.22
2004,2,15,12,7.97,203.52
2004,2,15,13,6.93,197.66
2004,2,15,14,6.29,197.71
2004,2,15,15,6.52,198.43
2004,2,15,16,6.81,195.09
2004,2,15,17,6.63,188.82
2004,2,15,18,6.33,184.04
2004,2,15,19,6.11,184.76
2004,2,15,20,6.22,186.85
2004,2,15,21,6.64,187.1
2004,2,15,22,6.81,185.93
2004,2,15,23,6.71,184.48
2004,2,16,0,6.7,182.61
2004,2,16,1,6.71,180.8
2004,2,16,2,6.7,178.46
2004,2,16,3,6.48,177.23
2004,2,16,4,6.35,177.88
2004,2,16,5,6.5,178.14
2004,2,16,6,6.4,176.78
2004,2,16,7,6.65,173.66
2004,2,16,8,6.79,172.0
2004,2,16,9,7.07,172.63
2004,2,16,10,7.34,173.46
2004,2,16,11,7.54,174.35
2004,2,16,12,7.67,175.09
2004,2,16,13,7.7,175.28
2004,2,16,14,7.69,175.57
2004,2,16,15,7.69,176.45
2004,2,16,16,7.74,176.99
2004,2,16,17,7.7,176.97
2004,2,16,18,7.5,176.3
2004,2,16,19,7.07,175.76
2004,2,16,20,6.69,172.22
2004,2,16,21,6.21,166.17
2004,2,16,22,5.71,159.23
2004,2,16,23,5.21,152.97
2004,2,17,0,4.74,149.85
2004,2,17,1,4.37,150.78
2004,2,17,2,3.92,151.19
2004,2,17,3,3.22,150.51
2004,2,17,4,2.67,157.48
2004,2,17,5,2.66,169.15
2004,2,17,6,2.35,167.31
2004,2,17,7,1.26,152.32
2004,2,17,8,0.29,253.01
2004,2,17,9,1.65,300.69
2004,2,17,10,2.39,285.95
2004,2,17,11,2.87,258.84
2004,2,17,12,3.77,232.92
2004,2,17,13,5.21,214.67
2004,2,17,14,6.86,202.15
2004,2,17,15,8.03,193.1
2004,2,17,16,8.37,189.95
2004,2,17,17,7.83,191.22
2004,2,17,18,6.76,191.67
2004,2,17,19,5.77,189.35
2004,2,17,20,5.53,186.49
2004,2,17,21,5.82,187.72
2004,2,17,22,5.9,187.6
2004,2,17,23,6.02,185.81
2004,2,18,0,6.01,183.43
2004,2,18,1,5.99,181.72
2004,2,18,2,6.04,178.81
2004,2,18,3,6.06,175.79
2004,2,18,4,6.02,171.94
2004,2,18,5,6.02,167.93
2004,2,18,6,5.92,162.4
2004,2,18,7,5.89,158.51
2004,2,18,8,5.26,157.17
2004,2,18,9,4.78,160.62
2004,2,18,10,4.62,167.7
2004,2,18,11,4.76,176.89
2004,2,18,12,5.08,184.94
2004,2,18,13,5.51,190.05
2004,2,18,14,5.83,192.86
2004,2,18,15,5.91,194.07
2004,2,18,16,5.64,193.29
2004,2,18,17,5.12,191.89
2004,2,18,18,4.58,189.22
2004,2,18,19,4.5,183.48
2004,2,18,20,4.34,181.13
2004,2,18,21,4.04,186.11
2004,2,18,22,4.05,196.37
2004,2,18,23,4.45,206.34
2004,2,19,0,4.94,213.46
2004,2,19,1,4.9,220.34
2004,2,19,2,5.08,225.19
2004,2,19,3,5.56,225.34
2004,2,19,4,5.98,223.89
2004,2,19,5,5.98,221.66
2004,2,19,6,5.68,217.52
2004,2,19,7,5.72,209.47
2004,2,19,8,5.89,202.45
2004,2,19,9,5.56,197.93
2004,2,19,10,5.01,196.68
2004,2,19,11,4.93,196.28
2004,2,19,12,5.05,195.52
2004,2,19,13,5.07,194.19
2004,2,19,14,4.97,193.1
2004,2,19,15,4.92,190.88
2004,2,19,16,4.72,187.89
2004,2,19,17,4.46,183.92
2004,2,19,18,4.23,176.71
2004,2,19,19,4.57,166.46
2004,2,19,20,4.6,152.26
2004,2,19,21,4.14,137.52
2004,2,19,22,3.38,121.6
2004,2,19,23,2.79,103.1
2004,2,20,0,2.25,86.21
2004,2,20,1,2.47,56.36
2004,2,20,2,3.58,33.07
2004,2,20,3,4.82,18.23
2004,2,20,4,6.24,7.12
2004,2,20,5,7.71,354.65
2004,2,20,6,8.02,347.34
2004,2,20,7,7.29,348.56
2004,2,20,8,8.07,339.25
2004,2,20,9,10.64,313.75
2004,2,20,10,12.58,296.6
2004,2,20,11,13.14,287.69
2004,2,20,12,13.0,280.07
2004,2,20,13,12.66,271.13
2004,2,20,14,12.02,260.73
2004,2,20,15,11.32,250.65
2004,2,20,16,10.88,241.39
2004,2,20,17,10.91,230.23
2004,2,20,18,10.48,219.43
2004,2,20,19,9.36,216.31
2004,2,20,20,8.47,222.49
2004,2,20,21,8.18,229.73
2004,2,20,22,7.91,235.05
2004,2,20,23,7.45,237.89
2004,2,21,0,7.91,241.69
2004,2,21,1,7.58,245.44
2004,2,21,2,5.19,245.09
2004,2,21,3,5.8,234.92
2004,2,21,4,6.45,226.47
2004,2,21,5,6.78,221.59
2004,2,21,6,6.25,212.54
2004,2,21,7,5.74,202.66
2004,2,21,8,5.15,205.9
2004,2,21,9,6.31,218.91
2004,2,21,10,5.79,226.37
2004,2,21,11,2.18,234.2
2004,2,21,12,2.82,279.25
2004,2,21,13,3.37,276.12
2004,2,21,14,3.9,260.2
2004,2,21,15,3.82,251.16
2004,2,21,16,3.85,243.38
2004,2,21,17,5.1,231.41
2004,2,21,18,6.1,223.13
2004,2,21,19,6.5,225.73
2004,2,21,20,7.4,232.33
2004,2,21,21,7.91,238.98
2004,2,21,22,7.84,243.41
2004,2,21,23,7.35,243.03
2004,2,22,0,6.85,245.1
2004,2,22,1,6.23,250.88
2004,2,22,2,5.82,256.65
2004,2,22,3,5.8,259.92
2004,2,22,4,6.03,262.03
2004,2,22,5,6.26,262.55
2004,2,22,6,6.11,264.57
2004,2,22,7,6.21,258.97
2004,2,22,8,6.35,257.85
2004,2,22,9,6.42,257.28
2004,2,22,10,6.43,254.43
2004,2,22,11,6.46,250.12
2004,2,22,12,6.46,244.86
2004,2,22,13,6.27,237.78
2004,2,22,14,5.91,229.13
2004,2,22,15,5.48,219.57
2004,2,22,16,5.33,211.87
2004,2,22,17,5.46,203.96
2004,2,22,18,5.76,193.89
2004,2,22,19,6.03,190.52
2004,2,22,20,5.96,202.26
2004,2,22,21,6.33,218.94
2004,2,22,22,6.95,234.52
2004,2,22,23,7.5,243.73
2004,2,23,0,7.75,251.84
2004,2,23,1,7.86,258.65
2004,2,23,2,7.67,262.39
2004,2,23,3,7.35,261.13
2004,2,23,4,7.18,253.56
2004,2,23,5,7.05,244.66
2004,2,23,6,7.09,232.25
2004,2,23,7,7.85,216.09
2004,2,23,8,7.54,207.57
2004,2,23,9,6.94,201.8
2004,2,23,10,6.65,197.29
2004,2,23,11,6.58,192.77
2004,2,23,12,6.67,188.41
2004,2,23,13,6.75,184.78
2004,2,23,14,6.7,180.94
2004,2,23,15,6.46,178.2
2004,2,23,16,6.26,176.64
2004,2,23,17,6.16,175.06
2004,2,23,18,6.18,173.32
2004,2,23,19,6.25,171.44
2004,2,23,20,6.19,168.42
2004,2,23,21,6.1,163.4
2004,2,23,22,6.0,157.74
2004,2,23,23,6.1,152.65
2004,2,24,0,6.31,147.9
2004,2,24,1,6.58,143.84
2004,2,24,2,6.69,139.26
2004,2,24,3,6.6,135.58
2004,2,24,4,6.4,135.35
2004,2,24,5,6.4,135.49
2004,2,24,6,5.93,135.43
2004,2,24,7,5.31,130.04
2004,2,24,8,4.03,126.09
2004,2,24,9,2.67,124.76
2004,2,24,10,1.96,147.7
2004,2,24,11,2.34,179.43
2004,2,24,12,3.4,192.47
2004,2,24,13,4.61,194.84
2004,2,24,14,5.85,194.39
2004,2,24,15,7.13,193.76
2004,2,24,16,7.99,193.28
2004,2,24,17,7.85,192.71
2004,2,24,18,7.04,193.74
2004,2,24,19,6.3,195.76
2004,2,24,20,5.61,185.76
2004,2,24,21,5.33,167.9
2004,2,24,22,5.64,149.42
2004,2,24,23,5.82,136.52
2004,2,25,0,5.87,130.73
2004,2,25,1,5.66,125.45
2004,2,25,2,4.8,122.79
2004,2,25,3,3.98,117.47
2004,2,25,4,3.3,108.95
2004,2,25,5,2.89,96.68
2004,2,25,6,2.79,83.09
2004,2,25,7,2.36,52.41
2004,2,25,8,2.0,20.35
2004,2,25,9,1.07,17.78
2004,2,25,10,0.57,121.1
2004,2,25,11,1.89,167.57
2004,2,25,12,3.4,176.97
2004,2,25,13,4.63,178.36
2004,2,25,14,5.3,178.14
2004,2,25,15,5.54,177.58
2004,2,25,16,5.54,175.07
2004,2,25,17,5.54,168.94
2004,2,25,18,5.91,161.59
2004,2,25,19,6.57,145.55
2004,2,25,20,7.09,126.93
2004,2,25,21,7.11,114.48
2004,2,25,22,6.51,108.39
2004,2,25,23,5.79,103.89
2004,2,26,0,4.96,98.97
2004,2,26,1,3.92,91.26
2004,2,26,2,3.11,70.2
2004,2,26,3,2.93,40.57
2004,2,26,4,3.9,11.78
2004,2,26,5,4.78,0.19
2004,2,26,6,5.48,0.16
2004,2,26,7,6.29,347.15
2004,2,26,8,7.66,334.11
2004,2,26,9,7.04,327.91
