-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 02/26/2014 
Location: Latitude  -37.8639   Longitude 145.154 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 58.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2014,2,3,9,3.41,267.37
2014,2,3,10,7.31,234.53
2014,2,3,11,9.99,217.95
2014,2,3,12,10.83,208.19
2014,2,3,13,10.76,202.86
2014,2,3,14,10.42,199.86
2014,2,3,15,10.43,202.36
2014,2,3,16,10.03,200.77
2014,2,3,17,8.91,192.31
2014,2,3,18,9.25,194.82
2014,2,3,19,9.79,195.6
2014,2,3,20,10.0,193.09
2014,2,3,21,10.2,188.14
2014,2,3,22,10.63,182.32
2014,2,3,23,10.9,175.15
2014,2,4,0,10.77,169.05
2014,2,4,1,10.55,164.22
2014,2,4,2,10.6,162.33
2014,2,4,3,10.68,160.61
2014,2,4,4,10.51,157.21
2014,2,4,5,10.11,153.34
2014,2,4,6,9.9,149.45
2014,2,4,7,10.06,146.59
2014,2,4,8,10.14,144.98
2014,2,4,9,10.15,144.84
2014,2,4,10,10.08,144.78
2014,2,4,11,9.91,145.7
2014,2,4,12,9.83,147.89
2014,2,4,13,9.97,151.51
2014,2,4,14,10.3,154.87
2014,2,4,15,10.62,156.17
2014,2,4,16,10.68,154.9
2014,2,4,17,10.4,150.78
2014,2,4,18,10.07,144.57
2014,2,4,19,9.81,135.42
2014,2,4,20,9.99,123.03
2014,2,4,21,9.95,116.93
2014,2,4,22,9.36,115.3
2014,2,4,23,8.93,114.34
2014,2,5,0,8.61,112.56
2014,2,5,1,8.18,111.47
2014,2,5,2,7.74,109.95
2014,2,5,3,7.29,106.55
2014,2,5,4,6.94,102.61
2014,2,5,5,6.53,98.12
2014,2,5,6,6.14,89.93
2014,2,5,7,5.84,81.77
2014,2,5,8,4.93,69.7
2014,2,5,9,3.61,65.87
2014,2,5,10,2.58,76.34
2014,2,5,11,2.01,100.74
2014,2,5,12,2.22,130.71
2014,2,5,13,3.06,146.47
2014,2,5,14,3.89,151.74
2014,2,5,15,4.65,153.13
2014,2,5,16,5.41,150.29
2014,2,5,17,6.39,145.55
2014,2,5,18,7.76,139.33
2014,2,5,19,8.63,130.04
2014,2,5,20,8.52,119.81
2014,2,5,21,8.29,111.61
2014,2,5,22,7.39,106.4
2014,2,5,23,6.51,102.48
2014,2,6,0,5.67,98.48
2014,2,6,1,4.8,92.98
2014,2,6,2,4.03,81.98
2014,2,6,3,3.36,55.13
2014,2,6,4,3.92,22.37
2014,2,6,5,5.2,10.47
2014,2,6,6,5.95,10.97
2014,2,6,7,6.89,11.97
2014,2,6,8,7.42,11.53
2014,2,6,9,7.51,9.34
2014,2,6,10,7.0,5.25
2014,2,6,11,6.16,1.6
2014,2,6,12,5.25,359.23
2014,2,6,13,4.36,359.69
2014,2,6,14,3.64,2.46
2014,2,6,15,2.98,6.77
2014,2,6,16,2.47,16.89
2014,2,6,17,2.32,32.62
2014,2,6,18,2.69,57.32
2014,2,6,19,4.36,63.85
2014,2,6,20,6.06,60.16
2014,2,6,21,7.07,55.77
2014,2,6,22,7.1,47.27
2014,2,6,23,6.84,36.27
2014,2,7,0,6.57,27.11
2014,2,7,1,6.63,20.21
2014,2,7,2,6.91,16.61
2014,2,7,3,7.14,15.02
2014,2,7,4,7.25,13.78
2014,2,7,5,7.05,8.73
2014,2,7,6,6.07,2.66
2014,2,7,7,5.46,357.38
2014,2,7,8,8.57,342.04
2014,2,7,9,9.26,335.16
2014,2,7,10,9.02,329.77
2014,2,7,11,8.33,323.62
2014,2,7,12,7.01,313.6
2014,2,7,13,5.37,286.4
2014,2,7,14,5.25,237.78
2014,2,7,15,7.84,204.62
2014,2,7,16,9.81,189.35
2014,2,7,17,9.37,181.29
2014,2,7,18,7.37,177.51
2014,2,7,19,5.42,180.25
2014,2,7,20,4.47,188.03
2014,2,7,21,3.66,192.2
2014,2,7,22,2.94,194.63
2014,2,7,23,2.22,190.76
2014,2,8,0,1.24,168.41
2014,2,8,1,0.8,127.09
2014,2,8,2,0.99,175.91
2014,2,8,3,1.91,185.15
2014,2,8,4,2.08,156.8
2014,2,8,5,2.15,120.11
2014,2,8,6,1.97,90.91
2014,2,8,7,1.56,77.85
2014,2,8,8,2.0,38.48
2014,2,8,9,2.38,358.68
2014,2,8,10,3.43,323.63
2014,2,8,11,3.83,313.59
2014,2,8,12,3.68,310.09
2014,2,8,13,3.39,307.32
2014,2,8,14,3.11,304.77
2014,2,8,15,2.68,303.83
2014,2,8,16,2.13,307.54
2014,2,8,17,1.12,317.27
2014,2,8,18,0.77,102.91
2014,2,8,19,2.07,78.01
2014,2,8,20,3.66,37.97
2014,2,8,21,5.74,16.19
2014,2,8,22,6.77,12.66
2014,2,8,23,7.83,12.44
2014,2,9,0,8.31,12.05
2014,2,9,1,9.48,13.05
2014,2,9,2,10.95,8.08
2014,2,9,3,12.34,2.5
2014,2,9,4,13.27,2.13
2014,2,9,5,14.0,1.47
2014,2,9,6,13.95,359.29
2014,2,9,7,15.02,352.62
2014,2,9,8,15.77,341.88
2014,2,9,9,15.75,327.78
2014,2,9,10,13.97,305.44
2014,2,9,11,12.61,274.19
2014,2,9,12,12.49,255.69
2014,2,9,13,12.24,246.22
2014,2,9,14,11.7,239.94
2014,2,9,15,11.38,232.78
2014,2,9,16,11.14,222.81
2014,2,9,17,11.02,212.06
2014,2,9,18,10.29,202.77
2014,2,9,19,8.66,197.44
2014,2,9,20,7.38,196.17
2014,2,9,21,6.56,196.32
2014,2,9,22,6.06,194.86
2014,2,9,23,5.64,190.22
2014,2,10,0,5.27,184.93
2014,2,10,1,5.22,178.2
2014,2,10,2,5.42,171.46
2014,2,10,3,5.58,166.64
2014,2,10,4,5.7,161.96
2014,2,10,5,5.88,157.35
2014,2,10,6,6.04,153.17
2014,2,10,7,6.19,151.85
2014,2,10,8,6.24,154.11
2014,2,10,9,6.46,157.0
2014,2,10,10,6.72,160.09
2014,2,10,11,6.96,164.29
2014,2,10,12,7.23,168.79
2014,2,10,13,7.56,172.05
2014,2,10,14,7.83,174.27
2014,2,10,15,7.95,175.49
2014,2,10,16,8.03,175.37
2014,2,10,17,8.0,174.34
2014,2,10,18,7.85,173.48
2014,2,10,19,7.5,172.28
2014,2,10,20,7.24,168.11
2014,2,10,21,6.99,160.82
2014,2,10,22,6.92,151.84
2014,2,10,23,6.8,144.78
2014,2,11,0,6.6,141.77
2014,2,11,1,6.41,141.38
2014,2,11,2,6.23,142.34
2014,2,11,3,6.02,143.28
2014,2,11,4,5.74,139.2
2014,2,11,5,5.31,135.06
2014,2,11,6,4.57,129.32
2014,2,11,7,3.58,124.87
2014,2,11,8,2.69,128.4
2014,2,11,9,2.17,141.57
2014,2,11,10,2.22,168.65
2014,2,11,11,3.09,191.68
2014,2,11,12,3.92,199.3
2014,2,11,13,4.33,199.94
2014,2,11,14,4.45,198.31
2014,2,11,15,4.44,195.41
2014,2,11,16,4.71,194.22
2014,2,11,17,5.25,193.68
2014,2,11,18,5.62,193.59
2014,2,11,19,5.78,193.45
2014,2,11,20,5.13,186.48
2014,2,11,21,4.42,178.38
2014,2,11,22,3.89,164.51
2014,2,11,23,3.58,150.47
2014,2,12,0,3.49,146.42
2014,2,12,1,3.52,141.48
2014,2,12,2,3.73,130.33
2014,2,12,3,3.81,130.59
2014,2,12,4,4.06,123.14
2014,2,12,5,3.91,116.97
2014,2,12,6,3.19,119.52
2014,2,12,7,3.11,108.94
2014,2,12,8,2.05,113.83
2014,2,12,9,1.5,129.73
2014,2,12,10,1.65,170.45
2014,2,12,11,3.11,202.31
2014,2,12,12,4.02,212.61
2014,2,12,13,4.37,210.51
2014,2,12,14,4.42,201.9
2014,2,12,15,4.65,192.42
2014,2,12,16,5.06,185.75
2014,2,12,17,5.1,181.67
2014,2,12,18,4.84,184.82
2014,2,12,19,5.13,195.29
2014,2,12,20,5.57,195.38
2014,2,12,21,4.97,183.69
2014,2,12,22,4.48,176.9
2014,2,12,23,4.27,174.54
2014,2,13,0,4.03,168.36
2014,2,13,1,3.74,156.22
2014,2,13,2,3.08,147.76
2014,2,13,3,2.73,159.23
2014,2,13,4,2.48,175.3
2014,2,13,5,2.48,195.13
2014,2,13,6,1.95,185.51
2014,2,13,7,1.67,205.49
2014,2,13,8,3.38,233.92
2014,2,13,9,5.28,223.26
2014,2,13,10,5.28,198.54
2014,2,13,11,4.72,169.42
2014,2,13,12,4.6,148.6
2014,2,13,13,4.25,137.98
2014,2,13,14,3.5,123.34
2014,2,13,15,2.9,105.16
2014,2,13,16,2.59,82.02
2014,2,13,17,2.29,57.56
2014,2,13,18,1.65,45.19
2014,2,13,19,0.85,75.58
2014,2,13,20,1.39,145.51
2014,2,13,21,2.44,168.01
2014,2,13,22,3.13,178.29
2014,2,13,23,3.4,185.27
2014,2,14,0,3.45,181.81
2014,2,14,1,3.69,174.29
2014,2,14,2,3.83,172.02
2014,2,14,3,3.45,171.67
2014,2,14,4,3.19,175.64
2014,2,14,5,3.34,161.44
2014,2,14,6,2.6,165.92
2014,2,14,7,2.3,167.66
2014,2,14,8,2.15,155.11
2014,2,14,9,3.03,133.12
2014,2,14,10,3.76,132.31
2014,2,14,11,4.0,136.74
2014,2,14,12,4.31,138.68
2014,2,14,13,4.66,139.42
2014,2,14,14,4.97,140.81
2014,2,14,15,5.32,142.15
2014,2,14,16,5.48,145.74
2014,2,14,17,5.57,152.86
2014,2,14,18,6.14,156.86
2014,2,14,19,6.26,154.11
2014,2,14,20,6.0,142.56
2014,2,14,21,5.38,137.88
2014,2,14,22,5.09,133.82
2014,2,14,23,4.76,128.07
2014,2,15,0,4.19,120.82
2014,2,15,1,3.87,111.65
2014,2,15,2,3.67,104.3
2014,2,15,3,3.48,100.73
2014,2,15,4,3.21,98.68
2014,2,15,5,2.74,93.6
2014,2,15,6,2.05,86.72
2014,2,15,7,2.07,49.75
2014,2,15,8,1.77,51.1
2014,2,15,9,1.52,87.64
2014,2,15,10,1.52,123.28
2014,2,15,11,1.66,165.31
2014,2,15,12,2.58,195.3
2014,2,15,13,3.78,205.88
2014,2,15,14,4.67,207.16
2014,2,15,15,5.2,203.94
2014,2,15,16,5.52,198.67
2014,2,15,17,5.75,194.0
2014,2,15,18,5.77,189.04
2014,2,15,19,5.5,187.59
2014,2,15,20,5.16,191.0
2014,2,15,21,5.25,200.03
2014,2,15,22,6.18,206.89
2014,2,15,23,7.04,205.77
2014,2,16,0,7.7,203.99
2014,2,16,1,8.33,202.84
2014,2,16,2,9.37,203.27
2014,2,16,3,10.03,203.71
2014,2,16,4,9.72,202.73
2014,2,16,5,9.25,203.6
2014,2,16,6,9.42,205.5
2014,2,16,7,9.7,205.68
2014,2,16,8,9.04,203.22
2014,2,16,9,8.59,200.38
2014,2,16,10,8.68,199.77
2014,2,16,11,8.83,198.74
2014,2,16,12,8.78,196.81
2014,2,16,13,8.57,194.85
2014,2,16,14,8.31,192.77
2014,2,16,15,8.09,191.36
2014,2,16,16,7.89,190.32
2014,2,16,17,7.62,189.74
2014,2,16,18,7.0,188.15
2014,2,16,19,6.1,185.14
2014,2,16,20,5.66,183.32
2014,2,16,21,5.55,183.07
2014,2,16,22,5.42,183.22
2014,2,16,23,5.21,183.87
2014,2,17,0,5.06,185.67
2014,2,17,1,4.86,185.99
2014,2,17,2,4.43,184.05
2014,2,17,3,3.8,180.0
2014,2,17,4,3.15,173.88
2014,2,17,5,2.53,162.91
2014,2,17,6,1.91,143.97
2014,2,17,7,1.54,119.42
2014,2,17,8,1.33,100.12
2014,2,17,9,1.01,92.22
2014,2,17,10,0.5,96.24
2014,2,17,11,0.14,167.47
2014,2,17,12,0.66,224.52
2014,2,17,13,1.49,207.91
2014,2,17,14,2.49,195.87
2014,2,17,15,3.59,186.51
2014,2,17,16,4.84,176.2
2014,2,17,17,6.13,168.02
2014,2,17,18,7.39,162.08
2014,2,17,19,7.77,159.16
2014,2,17,20,7.51,157.44
2014,2,17,21,6.94,158.4
2014,2,17,22,6.33,163.94
2014,2,17,23,5.93,162.28
2014,2,18,0,5.51,155.47
2014,2,18,1,5.15,150.95
2014,2,18,2,4.58,145.36
2014,2,18,3,3.78,146.21
2014,2,18,4,3.3,159.81
2014,2,18,5,3.42,161.48
2014,2,18,6,3.24,150.03
2014,2,18,7,2.78,138.07
2014,2,18,8,2.19,122.05
2014,2,18,9,1.06,88.3
2014,2,18,10,1.36,332.26
2014,2,18,11,2.49,298.34
2014,2,18,12,2.67,278.25
2014,2,18,13,2.29,255.77
2014,2,18,14,1.93,231.74
2014,2,18,15,1.91,208.87
2014,2,18,16,2.36,191.64
2014,2,18,17,2.97,190.6
2014,2,18,18,5.01,186.18
2014,2,18,19,6.57,181.63
2014,2,18,20,6.45,181.67
2014,2,18,21,5.73,186.03
2014,2,18,22,5.01,194.9
2014,2,18,23,4.33,209.16
2014,2,19,0,4.0,226.74
2014,2,19,1,3.63,242.61
2014,2,19,2,3.32,256.39
2014,2,19,3,3.34,264.5
2014,2,19,4,3.36,268.67
2014,2,19,5,3.2,277.0
2014,2,19,6,3.06,290.01
2014,2,19,7,3.43,301.3
2014,2,19,8,4.52,302.87
2014,2,19,9,5.73,301.96
2014,2,19,10,6.3,298.28
2014,2,19,11,6.73,291.86
2014,2,19,12,7.1,283.42
2014,2,19,13,7.75,272.43
2014,2,19,14,8.29,259.96
2014,2,19,15,9.17,249.19
2014,2,19,16,10.27,246.22
2014,2,19,17,11.07,247.25
2014,2,19,18,10.99,248.18
2014,2,19,19,10.98,249.42
2014,2,19,20,10.98,250.77
2014,2,19,21,10.7,251.49
2014,2,19,22,10.24,252.82
2014,2,19,23,9.81,255.0
2014,2,20,0,9.56,258.11
2014,2,20,1,9.65,261.53
2014,2,20,2,10.03,264.28
2014,2,20,3,10.17,266.04
2014,2,20,4,10.13,268.28
2014,2,20,5,10.03,271.25
2014,2,20,6,9.96,272.56
2014,2,20,7,10.7,269.25
2014,2,20,8,11.3,264.88
2014,2,20,9,11.39,263.82
2014,2,20,10,11.41,263.24
2014,2,20,11,11.32,261.51
2014,2,20,12,11.1,259.38
2014,2,20,13,11.09,256.81
2014,2,20,14,11.05,255.04
2014,2,20,15,10.82,252.86
2014,2,20,16,10.57,251.02
2014,2,20,17,10.43,252.34
2014,2,20,18,10.37,253.64
2014,2,20,19,10.72,254.54
2014,2,20,20,10.97,256.28
2014,2,20,21,10.5,257.01
2014,2,20,22,9.42,258.96
2014,2,20,23,8.67,261.03
2014,2,21,0,8.15,261.02
2014,2,21,1,7.74,258.7
2014,2,21,2,7.69,254.38
2014,2,21,3,7.69,250.53
2014,2,21,4,7.65,248.55
2014,2,21,5,7.75,246.41
2014,2,21,6,7.69,243.12
2014,2,21,7,7.69,237.28
2014,2,21,8,7.94,227.99
2014,2,21,9,7.8,222.2
2014,2,21,10,7.64,217.56
2014,2,21,11,7.54,213.81
2014,2,21,12,7.4,210.43
2014,2,21,13,7.48,206.97
2014,2,21,14,7.92,204.59
2014,2,21,15,8.14,202.82
2014,2,21,16,7.88,201.04
2014,2,21,17,7.34,199.32
2014,2,21,18,6.86,197.98
2014,2,21,19,6.78,197.16
2014,2,21,20,7.16,198.32
2014,2,21,21,7.58,199.5
2014,2,21,22,7.76,198.31
2014,2,21,23,7.63,195.99
2014,2,22,0,7.48,193.66
2014,2,22,1,7.27,192.8
2014,2,22,2,6.92,193.44
2014,2,22,3,6.66,194.18
2014,2,22,4,6.51,195.52
2014,2,22,5,6.6,196.29
2014,2,22,6,6.5,196.06
2014,2,22,7,6.22,193.81
2014,2,22,8,5.91,192.14
2014,2,22,9,5.61,192.06
2014,2,22,10,5.95,192.05
2014,2,22,11,6.6,191.6
2014,2,22,12,7.15,191.35
2014,2,22,13,7.48,190.17
2014,2,22,14,7.73,188.72
2014,2,22,15,7.84,187.04
2014,2,22,16,7.67,185.26
2014,2,22,17,7.28,183.75
2014,2,22,18,6.81,181.91
2014,2,22,19,6.52,179.52
2014,2,22,20,6.36,176.76
2014,2,22,21,6.1,173.97
2014,2,22,22,5.83,171.37
2014,2,22,23,5.66,169.34
2014,2,23,0,5.59,168.47
2014,2,23,1,5.57,166.94
2014,2,23,2,5.53,164.92
2014,2,23,3,5.43,162.4
2014,2,23,4,5.27,159.52
2014,2,23,5,5.11,156.3
2014,2,23,6,4.71,152.2
2014,2,23,7,3.95,144.74
2014,2,23,8,3.16,143.56
2014,2,23,9,2.58,147.76
2014,2,23,10,2.1,155.34
2014,2,23,11,1.68,169.58
2014,2,23,12,1.54,197.98
2014,2,23,13,2.0,215.12
2014,2,23,14,2.65,209.89
2014,2,23,15,3.3,198.95
2014,2,23,16,4.04,188.55
2014,2,23,17,5.09,179.56
2014,2,23,18,6.05,172.73
2014,2,23,19,5.91,170.1
2014,2,23,20,5.29,169.27
2014,2,23,21,4.54,169.5
2014,2,23,22,4.07,170.61
2014,2,23,23,3.98,172.78
2014,2,24,0,4.01,172.96
2014,2,24,1,4.01,169.79
2014,2,24,2,3.95,165.08
2014,2,24,3,3.74,159.6
2014,2,24,4,3.35,152.66
2014,2,24,5,2.9,145.32
2014,2,24,6,2.51,138.41
2014,2,24,7,2.34,135.27
2014,2,24,8,2.12,135.6
2014,2,24,9,1.91,141.82
2014,2,24,10,1.61,151.32
2014,2,24,11,1.02,168.52
2014,2,24,12,0.86,208.19
2014,2,24,13,1.53,206.43
2014,2,24,14,2.56,187.91
2014,2,24,15,3.61,177.03
2014,2,24,16,4.69,170.9
2014,2,24,17,6.04,165.46
2014,2,24,18,6.84,160.74
2014,2,24,19,6.41,159.31
2014,2,24,20,5.53,158.47
2014,2,24,21,4.65,159.13
2014,2,24,22,3.64,163.78
2014,2,24,23,2.38,169.02
2014,2,25,0,0.68,180.66
2014,2,25,1,1.72,339.75
2014,2,25,2,3.81,339.75
2014,2,25,3,4.92,345.77
2014,2,25,4,5.81,354.21
2014,2,25,5,7.37,357.14
2014,2,25,6,8.25,353.75
2014,2,25,7,7.26,354.94
2014,2,25,8,7.23,350.86
2014,2,25,9,9.38,331.92
2014,2,25,10,10.62,324.88
2014,2,25,11,10.87,321.57
2014,2,25,12,10.84,314.68
2014,2,25,13,10.02,302.97
2014,2,25,14,8.97,285.77
2014,2,25,15,7.86,262.46
2014,2,25,16,7.01,231.56
2014,2,25,17,7.61,200.82
2014,2,25,18,8.53,180.0
2014,2,25,19,8.12,167.44
2014,2,25,20,6.65,168.35
2014,2,25,21,4.95,176.2
2014,2,25,22,3.77,188.7
2014,2,25,23,3.24,201.98
2014,2,26,0,3.31,214.89
2014,2,26,1,3.33,221.2
2014,2,26,2,3.64,227.35
2014,2,26,3,3.91,230.75
2014,2,26,4,4.07,234.05
2014,2,26,5,4.32,235.91
2014,2,26,6,4.56,231.68
2014,2,26,7,4.62,217.72
2014,2,26,8,4.93,208.07
2014,2,26,9,5.55,206.96
2014,2,26,10,6.16,209.33
2014,2,26,11,6.55,211.15
2014,2,26,12,6.79,212.12
2014,2,26,13,6.91,210.22
2014,2,26,14,6.92,204.83
2014,2,26,15,6.81,197.35
2014,2,26,16,6.82,191.16
2014,2,26,17,7.03,187.02
2014,2,26,18,6.92,182.98
2014,2,26,19,6.39,182.1
2014,2,26,20,6.25,187.54
2014,2,26,21,6.59,194.91
2014,2,26,22,6.83,199.6
2014,2,26,23,6.55,200.01
2014,2,27,0,6.11,198.32
2014,2,27,1,5.72,199.55
2014,2,27,2,5.53,202.25
2014,2,27,3,5.65,204.44
2014,2,27,4,6.02,203.31
2014,2,27,5,6.52,199.3
2014,2,27,6,6.71,193.81
2014,2,27,7,7.19,185.43
2014,2,27,8,7.49,178.56
2014,2,27,9,7.28,175.07
